@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-spacing {c, d, ?, f}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-root {?, s, b, r, f, c}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}

@DATA
e,9.63,e,?,9.28,17.3,?,y,w
e,2.6,?,d,5.55,4.0,?,?,w
e,6.7,e,c,19.34,13.82,?,s,w
p,4.0,f,f,5.79,31.12,?,g,w
e,2.3,?,d,6.7,4.77,?,?,w
p,2.95,a,d,2.69,2.18,?,h,w
p,8.09,a,c,9.37,10.9,?,y,y
e,3.06,p,?,4.16,9.76,?,?,y
p,2.9,?,c,8.48,7.32,?,?,y
p,5.03,?,c,0.0,0.0,f,f,f
p,4.32,a,?,5.02,7.28,?,?,y
p,3.1,a,?,3.07,5.72,?,?,y
e,6.57,s,?,8.57,12.75,?,i,o
p,3.02,d,c,2.79,7.42,?,?,w
p,0.78,a,?,4.15,1.09,?,s,k
p,4.54,?,c,2.74,12.39,?,?,y
e,12.35,x,?,8.23,24.95,?,?,p
e,6.26,s,c,5.95,18.72,b,?,u
p,6.19,d,c,4.17,7.57,?,?,o
p,4.88,?,c,8.59,6.76,?,?,y
p,5.9,d,c,6.46,8.99,?,?,e
e,5.88,d,c,3.8,6.79,?,s,w
e,4.43,x,c,6.54,3.96,?,?,w
e,0.84,?,?,2.92,1.62,?,?,w
e,13.64,d,c,2.71,16.58,?,?,w
p,1.61,a,?,3.0,2.3,?,?,w
e,1.24,d,?,5.49,1.64,?,t,y
e,7.06,p,?,12.98,26.99,?,y,w
e,9.44,e,?,8.91,16.61,?,y,w
e,7.02,e,c,4.15,12.53,?,?,w
p,8.33,d,c,7.26,13.71,?,?,p
e,6.9,e,c,5.83,10.3,?,y,n
p,1.18,f,f,3.36,5.59,?,?,y
e,4.8,d,d,6.1,12.95,?,?,w
p,3.02,d,c,3.49,5.69,?,?,n
e,13.71,x,c,7.47,21.37,?,?,w
p,2.27,a,?,2.91,4.99,?,?,o
p,0.58,a,?,4.01,0.91,?,s,k
e,12.16,e,c,23.75,13.63,?,s,w
p,4.29,?,?,9.79,5.57,?,?,w
p,12.3,e,?,10.54,11.64,?,?,w
e,7.58,p,?,11.62,24.77,?,y,w
e,8.68,e,c,4.38,11.38,?,?,w
p,6.14,x,c,5.82,13.01,?,?,w
e,5.08,x,c,4.13,5.13,?,s,n
p,5.03,x,c,5.44,11.96,?,?,w
p,5.81,?,c,6.02,7.38,?,?,w
p,12.56,e,?,10.73,14.98,?,?,w
p,4.4,a,c,4.65,5.65,?,y,o
e,6.44,x,c,7.26,9.93,?,s,n
e,8.67,?,?,3.81,21.86,?,?,n
p,6.48,x,c,7.86,13.53,?,?,w
p,2.86,a,?,9.41,2.45,?,?,g
p,7.45,d,?,4.55,12.07,?,t,g
e,14.52,?,?,22.93,21.12,s,?,n
p,3.37,s,c,5.37,9.03,?,?,w
e,2.5,?,d,6.12,4.57,?,?,w
e,10.41,e,?,9.21,18.12,?,y,w
e,9.44,s,?,10.1,14.12,?,i,o
e,10.26,d,d,9.74,18.66,?,i,n
p,3.03,e,c,4.51,3.6,?,k,w
p,7.5,x,?,12.2,6.94,r,g,n
p,3.12,a,c,3.43,3.45,?,i,u
p,13.28,e,?,11.25,16.55,?,?,w
p,6.22,d,c,5.37,10.49,b,?,n
p,1.47,?,c,4.68,2.71,?,?,n
p,6.32,s,d,5.05,14.2,r,y,w
p,6.63,x,c,5.38,14.32,?,?,y
p,1.92,a,?,5.09,1.97,?,s,n
p,1.85,a,?,5.59,1.68,?,t,n
p,3.52,d,c,3.75,6.56,?,?,n
p,1.8,a,?,5.1,1.93,?,s,g
e,4.65,p,?,4.79,10.57,?,?,n
p,0.92,?,?,3.69,0.85,?,?,w
e,23.24,p,?,18.12,40.15,s,y,w
p,2.87,?,c,5.67,4.29,s,s,w
e,10.53,e,?,9.6,18.53,?,y,w
p,2.96,a,?,4.44,5.2,?,t,y
p,7.52,x,?,9.04,20.23,s,?,u
p,3.12,e,c,3.6,3.42,?,k,w
p,14.19,p,?,10.04,32.67,c,?,y
p,5.9,a,?,8.25,9.43,?,?,n
e,1.66,d,?,7.29,2.15,?,t,y
e,4.13,x,d,4.52,3.04,?,?,y
p,8.23,a,c,10.1,10.75,?,y,n
e,9.14,p,?,6.0,15.01,?,?,n
p,10.23,x,?,17.02,9.53,r,g,n
p,7.46,?,?,15.84,17.61,?,?,w
e,9.83,s,c,6.67,19.46,?,?,u
e,3.28,p,?,3.94,9.45,?,?,y
e,2.92,?,c,6.76,3.34,?,?,w
e,4.86,x,c,4.99,5.96,?,y,n
p,8.0,d,c,6.68,10.0,?,?,e
e,6.68,p,?,5.85,12.64,?,?,e
e,4.7,a,?,6.83,7.45,?,?,w
p,1.49,?,?,5.41,2.66,?,s,n
p,3.95,s,?,4.49,3.13,?,?,n
p,1.66,a,?,4.73,1.56,?,t,n
p,5.26,?,c,7.21,8.07,?,?,w
p,3.37,a,?,4.82,6.45,?,t,y
e,5.52,f,f,5.06,12.73,?,?,y
e,53.44,p,?,9.02,43.07,?,k,k
e,6.88,a,c,5.91,16.46,?,?,w
e,6.1,d,d,5.92,12.69,?,?,w
e,9.76,s,c,8.41,38.74,?,?,w
e,3.71,p,?,3.62,9.19,?,?,y
e,6.0,f,f,5.4,20.38,?,?,n
e,10.41,e,?,9.53,18.67,?,y,w
p,2.95,a,?,5.52,3.49,?,y,y
e,5.75,e,c,4.01,8.84,?,y,n
e,2.58,a,d,3.97,2.89,?,s,g
p,7.1,a,c,9.09,9.43,?,y,n
p,8.53,s,c,8.46,15.8,?,y,u
p,10.7,d,c,6.22,13.91,?,?,n
p,3.16,s,?,4.22,3.14,?,?,n
p,3.63,x,?,4.51,6.44,?,?,w
e,9.16,p,?,8.15,16.06,?,?,y
e,7.29,p,?,5.75,12.75,?,?,e
e,44.06,p,?,7.36,36.67,?,k,k
e,3.49,a,d,4.44,2.85,?,s,g
p,3.93,x,c,8.44,4.36,?,?,n
p,6.34,e,?,7.15,7.04,?,?,o
p,10.26,s,c,9.09,19.29,?,y,u
e,6.4,e,?,6.43,13.83,b,?,y
p,12.14,s,c,8.38,22.15,?,y,u
e,1.6,?,d,5.64,2.45,?,?,w
e,4.92,e,?,12.16,12.09,?,s,n
e,8.47,a,?,7.68,15.66,?,?,g
p,11.21,p,?,9.56,29.99,c,?,n
p,3.77,f,f,3.65,15.04,?,g,n
p,3.99,?,c,8.35,6.87,?,?,y
p,16.82,e,?,17.81,16.9,s,y,w
e,8.29,s,c,6.85,19.01,b,?,u
p,7.8,e,c,13.32,13.19,?,y,w
p,6.08,d,c,3.56,6.15,?,?,o
e,6.49,e,?,6.05,10.79,b,?,y
e,16.43,p,?,14.92,68.71,?,?,n
e,10.17,p,?,9.23,19.07,?,?,n
p,7.03,d,c,7.07,7.27,?,?,n
p,4.02,f,f,5.51,32.62,?,g,w
p,4.75,?,c,0.0,0.0,f,f,f
e,5.65,x,c,4.74,5.46,?,y,n
p,2.73,a,?,7.66,2.66,?,?,w
e,3.59,x,d,3.83,2.8,?,?,y
p,8.81,f,f,3.48,25.86,?,g,n
e,8.31,s,c,6.33,10.24,b,i,w
e,11.44,x,c,7.56,20.9,?,?,w
p,3.58,f,f,3.7,14.57,?,g,n
p,5.89,a,?,7.52,9.14,?,?,y
p,7.34,?,?,8.95,13.62,s,?,w
e,6.5,p,?,5.6,12.85,?,?,y
p,2.62,a,?,5.13,6.48,?,t,r
p,7.64,d,c,7.21,9.77,?,?,e
p,8.05,s,?,5.92,8.09,?,y,n
e,10.83,?,?,8.61,25.49,b,?,n
p,11.8,e,?,10.84,12.78,?,?,w
e,13.99,e,?,8.26,16.47,?,?,w
p,5.54,a,?,8.07,10.46,?,?,e
p,3.28,a,?,8.92,2.67,?,?,g
e,8.23,s,c,6.26,10.99,b,i,n
p,1.51,a,c,7.01,2.47,?,t,y
p,3.62,?,?,4.24,5.52,?,?,e
e,3.74,p,?,4.9,11.74,?,?,n
p,4.58,x,c,7.52,12.77,?,?,w
p,2.77,e,c,3.63,3.23,?,k,w
e,2.83,?,d,5.6,4.35,?,?,w
e,8.04,e,c,5.56,9.49,?,i,w
p,7.9,p,?,9.58,26.08,c,?,n
p,7.18,e,?,7.54,15.97,?,y,w
e,7.56,a,c,6.97,16.72,?,?,g
p,6.27,d,c,8.26,10.33,?,?,n
p,5.51,d,c,4.89,8.47,b,?,n
p,1.35,?,?,5.01,2.67,?,s,n
e,6.6,p,?,7.55,13.73,?,?,y
e,2.37,d,d,5.46,3.5,?,i,n
p,0.74,d,?,4.73,1.0,?,?,y
p,4.04,x,d,4.94,4.17,?,?,y
p,14.71,d,c,5.67,32.93,?,k,n
p,4.4,d,c,6.07,5.96,?,?,e
p,5.17,s,d,4.67,13.69,r,y,n
e,16.6,p,?,13.69,33.06,s,y,w
e,5.67,a,c,4.85,14.73,?,?,w
e,5.26,d,?,7.07,8.42,?,?,r
e,11.69,?,?,6.96,24.71,b,?,n
e,5.88,d,?,3.55,9.73,?,?,w
e,14.02,e,?,10.07,17.58,?,?,w
e,5.95,e,c,4.96,12.82,?,?,w
p,7.89,d,?,4.47,12.15,?,t,r
e,6.61,s,c,5.91,9.75,b,i,n
p,5.18,?,?,9.23,6.31,?,?,w
e,9.87,s,c,8.23,20.78,?,?,u
e,6.13,e,c,5.84,9.92,?,y,n
e,2.71,a,c,4.36,5.95,?,?,e
e,5.79,f,f,6.97,57.99,?,?,n
p,5.22,?,?,11.06,12.57,?,s,w
p,5.63,d,c,2.76,6.38,?,?,o
p,17.6,p,?,4.62,34.65,?,?,n
e,3.68,x,c,7.8,8.31,b,?,n
e,2.88,d,d,6.34,3.55,?,i,n
e,13.21,x,c,8.32,23.72,?,?,w
p,2.13,?,?,7.65,2.98,?,?,y
e,2.62,?,d,6.73,4.09,?,?,w
e,10.82,e,?,8.98,18.35,?,y,w
e,11.93,e,c,20.28,14.04,?,s,w
p,2.84,a,d,2.95,2.34,?,h,w
p,4.07,a,c,7.11,7.3,?,s,u
e,5.72,f,f,5.05,18.56,?,?,n
p,2.76,a,?,4.08,6.64,?,?,y
p,3.97,s,c,5.32,8.86,?,?,w
p,8.06,s,d,5.58,16.71,r,y,n
p,9.09,x,d,6.37,17.11,b,?,w
p,2.15,d,?,2.54,5.03,?,?,y
p,4.53,?,?,9.68,5.99,?,?,w
e,3.57,f,f,6.94,8.68,?,?,y
p,3.53,a,?,4.82,3.62,?,y,n
e,7.08,d,d,5.71,12.4,?,?,w
p,9.67,p,?,10.64,34.77,?,?,u
e,4.62,d,c,5.28,5.93,?,?,g
e,8.57,d,d,8.52,11.31,?,i,n
p,4.7,?,c,0.0,0.0,f,f,f
e,18.02,a,d,8.29,25.95,?,?,w
p,2.39,a,?,6.86,2.66,?,?,n
p,13.72,d,c,4.95,24.27,?,?,g
p,4.39,?,c,6.55,7.38,?,?,w
e,12.59,?,?,13.42,19.87,b,?,w
e,3.32,d,d,3.92,6.26,?,?,w
p,7.61,s,?,6.14,8.1,?,y,n
p,8.84,s,c,6.33,13.19,?,y,y
p,3.93,a,?,4.82,6.85,?,?,w
e,12.05,?,c,5.46,20.89,?,?,w
e,6.64,x,c,6.94,9.35,?,s,n
p,2.4,a,c,8.71,2.81,?,t,y
e,3.44,a,c,4.85,9.89,?,?,w
e,11.3,a,c,6.57,26.32,s,?,w
p,6.71,d,?,4.94,12.87,?,?,w
p,5.57,d,c,6.2,5.39,?,?,n
p,6.19,d,c,3.99,7.0,?,?,y
p,0.75,a,?,4.13,1.07,?,s,k
p,3.13,a,?,5.23,6.35,?,t,r
p,3.36,e,c,3.88,3.27,?,k,w
e,7.57,p,?,10.83,26.63,?,y,w
e,9.58,p,?,7.34,17.23,?,?,n
p,3.84,x,c,8.59,4.28,?,?,p
e,6.38,x,c,5.92,12.37,?,?,w
p,4.32,e,c,4.56,3.51,?,k,w
p,11.94,a,d,14.9,35.86,?,?,w
e,6.92,x,c,7.75,16.23,?,?,w
p,1.34,?,?,3.79,1.52,?,?,n
e,1.48,a,?,5.44,1.74,?,t,y
e,5.13,x,c,6.16,3.74,?,?,w
p,1.56,d,d,2.24,2.5,?,s,n
p,6.54,e,c,12.06,12.58,?,y,w
e,11.92,p,?,9.32,22.63,?,?,n
p,2.02,a,?,5.2,1.97,?,s,n
e,8.58,p,?,11.01,26.95,?,y,w
p,6.86,x,c,6.24,12.38,?,?,w
e,6.04,p,?,7.56,16.2,?,?,y
e,1.08,a,?,5.42,1.05,?,?,n
p,7.96,a,?,10.84,16.13,s,?,n
p,3.77,a,?,5.12,3.21,?,y,y
p,1.9,?,?,7.73,3.26,?,?,y
e,47.56,p,?,5.92,34.07,?,k,n
p,6.61,s,c,3.97,9.94,?,?,p
p,1.63,a,?,3.65,2.26,?,?,w
p,8.22,x,c,5.41,15.09,?,?,y
e,6.84,x,c,7.02,10.53,?,s,n
p,6.69,a,c,8.55,7.95,?,i,n
p,4.13,?,c,0.0,0.0,f,f,f
e,5.32,s,?,4.33,7.66,?,?,w
e,5.35,e,c,4.58,12.68,?,?,w
p,7.29,?,c,10.63,13.26,?,?,w
p,5.99,d,c,6.16,6.22,?,?,e
p,2.74,d,c,3.87,6.15,?,?,n
p,10.25,d,c,9.46,18.23,?,?,p
e,5.8,x,c,7.08,4.28,?,?,w
e,6.41,x,c,6.66,15.11,?,s,w
p,2.35,a,?,6.45,2.43,?,?,w
p,7.94,?,c,10.97,16.35,?,?,w
e,11.38,x,?,7.12,21.22,?,?,w
e,10.07,e,?,8.9,17.01,?,y,w
e,5.58,f,f,5.38,16.55,?,?,y
e,4.33,a,c,4.92,9.89,?,?,w
e,6.03,d,c,5.28,8.66,?,s,w
e,3.75,d,d,3.66,7.1,?,?,w
p,7.71,x,c,9.59,10.77,r,i,w
e,16.2,e,?,9.94,17.84,?,?,w
e,13.16,d,c,2.84,16.49,?,?,w
p,5.22,x,?,12.39,6.13,r,g,n
p,6.32,d,c,5.02,10.82,b,?,n
e,7.46,x,c,8.08,10.79,?,s,n
p,7.26,x,c,8.56,8.85,r,i,w
p,8.07,s,c,6.96,17.68,?,y,u
p,7.23,a,c,9.03,7.94,?,i,n
p,4.35,x,d,5.37,4.58,?,?,n
p,3.73,a,?,5.34,3.39,?,y,n
e,4.29,a,?,5.2,5.93,?,?,l
p,6.54,d,c,4.46,7.21,?,?,o
p,0.71,?,?,3.5,0.75,?,?,w
p,4.51,?,?,7.94,11.23,?,s,w
p,8.46,x,?,10.81,23.51,s,?,g
e,5.57,a,d,5.73,4.37,?,t,g
p,4.51,s,c,6.85,7.95,?,y,w
p,7.95,?,c,11.21,17.41,?,?,w
e,6.43,s,d,4.98,11.24,?,s,g
e,3.01,d,c,3.9,5.27,?,?,g
e,6.59,p,?,9.66,23.53,?,y,w
e,5.21,f,f,5.32,14.15,?,?,y
e,2.83,?,d,5.65,4.68,?,?,w
p,15.01,d,c,5.15,27.29,?,?,r
p,3.94,?,c,5.1,4.63,s,s,w
e,5.62,s,d,4.32,8.8,?,s,g
p,7.44,x,c,9.64,11.56,r,i,w
p,2.19,a,?,4.61,1.86,?,s,g
e,7.5,e,?,13.48,13.29,?,s,n
e,4.12,a,d,6.06,6.4,?,s,o
p,3.07,f,f,4.93,27.35,?,g,w
p,3.09,?,?,4.78,5.56,?,?,e
e,21.48,p,?,17.66,36.89,s,y,w
p,2.58,a,c,4.99,5.61,?,s,u
e,7.36,s,c,6.2,18.23,b,?,u
e,7.22,p,?,6.77,15.78,?,?,y
p,5.4,?,?,11.19,12.59,?,s,w
p,6.91,d,c,5.0,6.68,?,?,e
p,4.47,?,c,10.48,8.04,?,?,y
p,5.05,d,c,5.88,6.68,?,?,e
p,2.13,a,c,7.61,2.47,?,t,y
e,7.11,d,d,5.87,13.32,?,?,w
p,2.34,e,c,4.1,3.2,?,k,w
p,4.1,e,c,4.88,3.62,?,k,w
p,4.41,a,?,6.04,3.55,?,y,y
e,6.46,d,d,6.37,12.45,?,?,w
p,0.73,d,?,4.67,0.93,?,?,o
p,4.7,a,c,4.54,6.01,?,y,n
p,1.12,a,d,2.81,1.41,?,?,n
e,3.12,?,d,6.2,5.12,?,?,w
p,7.9,s,c,4.55,10.7,?,?,p
p,4.69,a,c,6.24,7.41,?,g,o
p,1.53,?,?,4.53,2.34,?,s,n
p,10.42,d,c,6.74,15.11,?,?,n
p,1.14,a,d,3.32,1.52,?,?,n
p,4.11,p,?,3.63,5.06,?,k,n
e,5.67,s,?,4.32,7.43,?,?,w
p,4.43,a,c,3.87,5.05,?,y,n
p,3.71,s,?,3.73,2.68,?,?,n
p,10.54,x,?,9.55,21.9,s,?,u
e,17.21,a,d,6.52,22.24,?,?,w
p,3.25,f,f,3.75,15.89,?,g,n
p,1.06,f,f,3.33,4.7,?,?,y
p,5.11,d,c,5.58,5.86,?,?,n
e,4.63,a,c,4.28,8.53,?,?,w
e,6.83,p,?,9.78,25.61,?,y,w
p,1.98,a,c,7.19,2.18,?,t,y
e,4.67,x,c,5.18,5.67,?,y,n
e,18.59,p,?,17.11,80.14,?,?,n
p,3.35,f,f,3.35,14.94,?,g,n
e,1.52,d,?,6.18,1.78,?,t,y
p,3.14,s,?,3.95,2.56,?,?,n
p,2.49,a,?,6.23,2.45,?,?,n
e,8.19,x,c,6.58,17.05,?,?,w
p,5.5,d,c,5.44,9.89,b,?,n
p,13.24,p,?,5.47,37.18,?,?,n
p,6.66,x,c,7.28,17.22,?,?,y
e,6.49,e,c,5.26,12.74,?,?,w
p,4.4,s,?,4.88,6.01,?,y,n
p,8.18,e,c,13.42,14.1,?,y,w
p,9.32,a,?,11.67,22.65,r,?,o
p,17.29,d,d,6.82,27.22,?,?,w
p,13.06,e,?,10.88,13.84,?,?,w
e,3.13,d,c,5.02,6.94,?,?,g
p,1.23,?,c,4.0,2.68,?,?,n
p,0.7,d,?,4.78,1.06,?,?,y
p,16.07,d,c,6.04,34.52,?,k,k
p,1.73,a,?,2.95,2.13,?,?,w
p,7.36,?,?,8.15,13.12,s,?,w
p,2.86,d,c,3.48,5.74,?,?,n
p,1.64,d,d,2.67,3.01,?,s,n
e,3.24,x,d,4.34,2.62,?,?,y
e,7.86,a,c,4.53,15.66,?,?,w
e,4.97,p,d,6.24,12.04,?,s,n
e,7.43,d,d,6.07,13.18,?,?,w
p,11.41,a,d,8.74,27.65,?,?,w
p,2.64,f,f,0.0,0.0,f,f,f
p,7.39,e,?,7.83,17.28,?,y,w
p,5.37,?,?,9.72,12.34,?,s,w
p,2.94,x,c,7.11,3.74,?,?,p
p,8.62,s,?,5.93,7.93,?,y,n
p,7.17,x,d,5.57,16.67,b,?,w
e,9.34,e,?,8.8,17.0,?,y,w
p,3.09,a,?,8.96,2.47,?,?,g
p,2.99,a,?,9.32,2.52,?,?,g
e,3.41,p,?,3.03,9.41,?,?,n
p,1.17,f,f,3.69,5.84,?,?,y
p,3.22,a,?,8.67,2.36,?,?,g
p,9.61,d,c,9.42,18.23,?,?,p
e,16.04,a,d,7.9,25.51,?,?,w
e,6.05,x,c,7.67,10.7,?,s,n
p,2.12,a,?,4.56,2.56,?,?,w
p,2.28,a,?,6.85,2.48,?,?,w
e,11.81,p,?,9.23,23.1,?,?,n
p,4.68,a,c,6.26,8.1,?,g,o
p,6.23,s,?,5.64,7.49,?,y,n
e,10.38,d,c,6.07,17.95,?,?,w
e,6.95,a,c,5.48,13.94,?,?,g
e,2.48,d,d,2.74,4.5,?,?,w
p,6.21,x,c,7.39,13.84,?,?,w
p,2.03,a,c,7.03,2.66,?,t,y
p,7.46,s,c,4.66,9.73,?,?,p
p,4.45,a,?,4.77,7.03,?,?,y
p,5.16,a,c,5.5,6.23,?,i,n
e,3.71,d,?,4.96,8.3,?,?,l
e,6.72,p,?,5.37,12.69,?,?,y
p,8.32,p,?,7.7,30.52,c,?,n
p,9.25,?,?,7.6,15.24,s,?,w
e,8.05,s,?,8.33,11.9,?,t,o
p,1.59,d,d,1.79,2.37,?,s,n
e,1.17,a,?,4.86,1.4,?,?,g
p,1.37,?,?,4.69,2.43,?,s,n
p,3.81,x,c,5.23,4.24,?,i,n
e,18.27,?,?,24.68,20.2,s,?,n
e,15.19,e,?,10.78,18.39,?,?,w
e,7.07,x,c,7.03,10.15,?,s,n
p,7.2,d,c,7.08,9.07,?,?,e
e,9.58,s,c,9.01,21.12,?,?,b
e,6.93,d,c,5.63,8.6,?,s,w
e,6.44,s,c,5.82,9.32,b,i,n
e,2.91,d,c,4.28,5.72,?,?,n
e,6.07,a,d,6.22,4.6,?,t,w
e,4.18,d,d,4.03,6.53,?,?,w
e,12.48,x,c,8.45,21.84,?,?,w
e,8.45,?,c,4.86,20.5,?,?,w
e,8.1,p,?,7.44,17.71,?,?,n
e,10.16,e,?,8.86,17.29,?,y,w
p,3.9,a,c,6.39,6.47,?,s,u
e,10.1,d,c,5.73,17.64,?,?,w
p,2.9,d,c,3.72,5.97,?,?,n
e,13.7,e,?,9.82,17.58,?,?,w
p,7.68,?,?,14.39,17.1,?,?,w
p,3.54,d,d,3.54,2.42,?,h,w
p,8.27,d,?,4.31,12.15,?,?,w
e,5.27,e,c,3.24,11.13,?,?,w
p,10.43,a,?,13.37,26.38,r,?,y
p,1.43,d,d,1.69,2.39,?,s,n
p,10.46,d,c,6.07,16.93,?,?,n
p,7.4,?,?,8.27,13.87,s,?,w
p,4.21,?,?,5.13,7.0,?,?,e
p,4.41,?,?,9.85,5.52,?,?,w
p,2.46,a,c,5.23,2.3,?,t,y
p,5.4,d,c,3.38,6.18,?,?,y
p,5.15,x,c,5.29,11.58,?,?,w
p,6.75,d,c,5.04,9.97,b,?,n
p,2.43,?,?,7.18,3.08,?,?,y
e,5.17,x,c,5.79,5.98,?,y,n
e,1.0,?,?,3.16,1.51,?,?,w
e,8.24,a,c,4.37,15.95,?,?,w
e,3.99,?,c,5.65,6.79,?,s,w
e,7.15,e,c,4.26,12.23,?,?,w
e,3.59,p,?,4.33,10.03,?,?,n
p,11.26,p,?,7.66,27.17,c,?,y
e,6.94,p,d,5.83,12.47,?,s,n
e,10.96,x,?,7.36,22.84,?,?,p
p,3.31,a,?,7.91,2.42,?,?,g
e,3.89,s,c,4.97,9.12,b,i,w
e,9.33,p,d,7.84,12.52,?,s,n
p,6.48,x,c,4.93,16.85,?,?,y
e,10.09,p,?,7.92,19.19,?,?,n
e,3.11,a,c,4.86,7.42,?,?,o
p,6.05,d,c,5.42,9.74,b,?,n
p,11.13,d,c,8.25,16.03,?,?,p
p,16.72,p,?,10.48,30.69,c,?,y
p,14.19,p,?,9.9,30.83,c,?,y
p,1.28,a,c,5.67,2.45,?,t,y
e,2.3,a,d,4.26,2.69,?,i,n
p,6.83,e,c,13.55,12.81,?,y,w
e,11.14,d,c,6.5,27.43,?,?,w
e,4.98,x,c,8.05,9.32,b,?,n
e,1.52,?,d,4.83,2.62,?,?,w
p,6.91,s,c,3.72,8.67,?,?,p
e,12.99,d,c,5.96,26.01,?,?,w
p,5.87,?,c,0.0,0.0,f,f,f
p,1.79,a,?,5.34,1.85,?,s,n
p,1.59,a,?,4.5,1.46,?,t,n
e,5.04,a,?,7.22,9.6,?,?,l
p,5.48,?,?,13.33,7.47,?,?,w
p,6.27,a,?,8.46,10.89,?,?,y
p,18.22,d,d,6.27,28.26,?,?,w
p,2.81,d,c,2.78,6.98,?,?,w
p,3.65,?,?,4.1,5.69,?,?,e
p,1.16,f,f,2.7,5.04,?,?,y
p,2.86,f,f,0.0,0.0,f,f,f
e,15.52,p,?,16.32,34.77,s,y,w
e,0.93,?,?,3.02,1.74,?,?,w
e,2.44,?,c,6.36,2.57,?,?,w
p,3.72,x,c,4.17,2.3,b,i,n
e,1.42,a,?,5.08,1.65,?,?,g
p,15.82,d,d,7.47,28.91,?,?,w
p,7.08,s,c,4.57,10.19,?,?,p
e,4.72,e,c,3.98,9.42,?,y,n
p,6.34,d,c,5.23,8.41,?,?,n
e,4.48,f,f,7.54,44.96,?,?,n
e,6.15,d,d,5.29,11.24,?,?,w
p,5.65,?,?,11.75,13.71,?,s,w
p,8.53,f,f,3.63,25.28,?,g,n
p,4.23,f,f,0.0,0.0,f,f,f
e,20.68,p,?,16.2,71.11,?,?,n
e,1.64,a,?,7.12,2.44,?,t,y
e,1.06,?,?,3.11,1.54,?,?,w
p,4.77,x,c,6.54,12.64,?,?,w
e,6.34,p,?,7.34,14.45,?,?,y
e,6.01,f,f,4.85,13.79,?,?,y
e,3.54,d,?,5.58,7.0,?,?,w
p,1.19,?,c,3.59,2.56,?,?,n
p,8.04,p,?,11.31,31.2,c,?,n
e,8.74,?,?,4.52,21.79,?,?,n
p,5.53,x,c,7.45,12.9,?,?,w
e,1.64,?,d,5.41,3.86,?,?,w
e,4.96,x,c,6.28,3.98,?,?,w
e,1.49,a,?,4.97,1.45,?,?,g
p,2.26,x,c,4.01,2.78,b,s,n
e,8.92,?,?,5.75,22.98,b,?,n
e,6.51,x,c,6.39,12.25,?,?,w
e,5.05,x,c,6.86,4.43,?,?,w
p,2.82,a,?,9.11,2.57,?,?,w
e,6.09,x,c,5.0,5.17,?,y,n
p,4.28,x,c,8.87,4.18,?,?,p
p,3.36,?,?,5.19,5.34,?,?,e
p,6.35,x,c,6.18,16.23,?,?,y
p,3.08,a,c,3.68,3.59,?,i,u
e,3.0,a,d,7.39,3.87,?,i,n
e,3.88,?,c,6.62,6.7,?,s,w
p,14.3,p,?,11.86,37.37,c,?,y
p,7.71,s,c,6.17,19.34,?,y,u
p,5.83,a,?,8.04,9.51,?,?,y
p,2.58,f,f,0.0,0.0,f,f,f
p,0.83,?,?,3.46,0.79,?,?,w
p,9.59,?,c,11.26,15.76,?,?,w
e,7.85,e,c,7.16,9.92,?,i,w
p,8.16,s,d,5.84,16.33,r,i,n
e,10.93,?,c,5.11,21.7,?,?,w
p,3.13,a,?,4.96,5.49,?,t,r
p,24.98,p,?,7.12,41.91,?,?,n
e,8.29,e,c,23.38,13.02,?,s,w
p,4.73,s,c,6.0,7.58,?,y,l
p,3.12,f,f,3.21,16.3,?,g,g
e,14.57,?,?,20.68,17.34,s,?,n
e,8.88,?,?,4.4,22.65,?,?,n
p,1.21,f,f,2.8,4.65,?,?,y
p,8.02,d,c,8.05,14.36,?,?,p
p,3.17,s,?,3.18,2.4,?,?,n
e,9.1,?,?,3.54,24.07,?,?,n
e,6.37,a,c,5.78,12.59,?,?,g
p,0.86,a,d,2.67,1.36,?,?,e
e,7.78,d,d,7.01,13.41,?,?,w
e,4.04,a,d,6.37,6.55,?,k,o
e,9.91,e,?,9.09,17.97,?,y,w
e,12.22,e,?,10.81,16.5,s,?,w
p,7.49,a,c,8.0,8.23,?,i,n
e,4.24,d,?,5.98,6.68,?,t,w
e,19.67,p,?,16.71,35.65,s,y,w
e,2.73,f,f,6.98,7.77,?,?,o
p,7.85,x,?,17.73,8.01,r,g,n
p,1.85,d,d,2.24,2.57,?,s,n
p,3.65,a,c,4.4,5.98,?,s,u
e,8.36,s,c,6.39,19.26,b,?,u
e,4.4,a,?,5.24,7.3,?,?,w
e,51.9,p,?,6.44,39.78,?,k,n
p,0.76,a,?,3.82,0.91,?,s,k
e,9.83,s,c,7.47,31.61,?,?,w
e,6.31,a,c,4.01,14.09,?,?,w
e,6.01,d,c,5.82,8.95,?,s,w
p,5.2,s,d,4.87,12.85,?,i,y
e,6.92,s,c,7.23,32.39,?,?,w
p,1.09,a,d,3.19,1.47,?,?,n
