@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE veil-type {u, ?}
@ATTRIBUTE veil-color {w, ?, y, u, n, k, e}
@ATTRIBUTE has-ring {t, f}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE spore-print-color {?, w, n, p, k, g, r, u}

@DATA
e,x,?,n,g,y,w,?,?,f,f,?
p,o,s,w,w,f,f,?,?,f,f,n
p,f,?,o,o,?,o,?,?,f,f,w
e,x,s,y,n,?,p,?,?,f,f,?
p,b,g,o,n,?,n,?,?,f,f,?
p,f,w,u,g,s,u,?,?,f,f,?
p,f,y,e,n,k,w,?,?,t,e,?
e,f,w,g,g,?,w,?,?,f,f,?
e,x,t,y,y,?,w,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,f,?,w,p,?,p,?,?,f,f,?
e,s,d,b,o,?,w,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,o,?,w,f,g,w,?,?,t,f,?
p,x,k,w,p,?,n,?,?,f,f,p
e,f,s,w,w,?,w,?,?,f,f,?
p,x,h,r,w,?,w,u,w,t,g,?
p,x,h,e,w,y,w,u,w,t,g,?
p,s,?,e,b,?,e,?,?,f,f,?
p,f,y,n,n,k,w,?,?,t,e,?
p,b,t,n,p,i,n,?,?,f,f,?
p,f,w,u,g,s,u,?,?,f,f,?
p,x,s,y,r,?,y,u,w,t,z,k
e,f,w,n,k,?,w,?,?,f,f,?
p,x,?,n,p,?,n,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,s,t,y,y,?,y,?,?,f,f,?
p,f,d,n,y,i,n,?,?,t,?,?
p,o,l,g,f,f,f,?,?,f,f,?
p,x,h,n,y,i,n,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,x,s,g,w,?,w,?,?,f,f,?
p,s,?,e,b,?,e,?,?,f,f,?
p,x,h,g,y,i,n,?,?,f,f,?
p,f,t,e,w,?,w,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,x,h,g,p,i,n,?,?,f,f,?
p,b,s,y,k,?,y,u,w,t,z,r
p,b,y,n,w,s,w,?,?,f,f,?
p,f,t,n,p,i,g,?,?,f,f,?
p,f,h,e,w,?,w,?,?,f,f,?
e,x,?,b,u,?,w,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
p,s,?,e,p,?,e,?,?,f,f,?
p,s,t,g,w,t,r,?,?,f,f,?
p,x,e,e,g,?,n,?,w,t,z,?
e,x,w,y,f,?,y,?,?,f,f,?
e,o,l,n,f,?,n,?,?,f,f,g
p,o,?,w,f,g,w,?,?,t,f,?
p,x,y,n,n,y,y,?,?,t,?,?
e,s,l,w,p,?,w,?,?,f,f,?
e,f,y,w,w,s,w,?,?,t,e,?
e,x,h,y,y,?,w,?,?,f,f,?
e,x,s,n,w,t,y,?,?,f,f,?
p,x,y,y,w,y,y,?,?,t,r,?
e,x,k,n,e,?,y,?,?,f,f,?
p,b,y,n,p,?,w,?,?,f,f,?
p,f,?,w,p,?,p,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
p,x,k,n,p,?,n,?,?,f,f,p
p,x,h,r,w,?,w,u,w,t,p,?
e,f,g,n,y,i,n,?,?,f,f,?
p,x,s,y,f,?,y,?,?,f,f,?
e,s,?,g,p,?,u,?,?,f,f,?
p,f,?,u,w,?,w,?,?,f,f,?
e,f,?,n,w,s,w,?,?,f,f,?
p,x,?,n,w,?,n,?,?,f,f,p
p,x,t,n,n,?,w,?,n,t,z,?
e,f,d,w,w,?,w,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
e,x,s,n,w,i,n,?,?,t,?,w
p,x,s,y,f,?,y,?,?,f,f,?
p,x,?,p,w,?,y,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
p,b,?,n,k,?,g,?,w,f,f,k
e,x,t,n,y,s,n,?,?,f,f,?
e,s,?,y,f,?,o,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
e,x,w,g,k,?,w,?,?,f,f,?
e,f,?,w,n,?,w,?,?,f,f,?
e,s,s,y,n,?,w,?,?,f,f,?
e,f,s,u,n,?,p,?,?,f,f,?
e,x,y,w,p,?,w,?,w,t,e,?
e,f,e,b,b,?,w,?,?,t,f,?
p,b,h,n,n,t,n,?,?,f,f,?
e,b,g,g,g,?,w,?,?,f,f,?
p,x,h,e,w,g,n,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
p,s,h,g,w,t,n,?,?,f,f,?
p,s,h,n,g,t,n,?,?,f,f,?
p,c,?,w,n,i,u,?,?,f,f,?
p,f,?,r,y,?,w,?,?,f,f,?
e,c,h,n,w,s,n,u,w,f,f,?
e,o,l,n,f,?,n,?,?,f,f,g
e,x,h,n,y,s,n,?,?,f,f,?
p,x,s,n,n,y,n,?,?,f,f,?
e,x,s,n,w,i,w,?,?,f,f,p
p,o,s,n,f,f,f,?,?,t,f,?
p,x,g,n,p,?,w,?,?,f,f,?
p,x,h,o,n,y,o,?,?,t,z,?
p,x,s,n,r,i,w,?,?,f,f,?
e,c,t,n,w,s,n,u,w,f,f,?
e,b,g,w,w,?,y,?,?,f,f,?
e,x,?,g,w,?,g,?,?,f,f,?
e,f,h,o,w,s,o,?,?,f,f,?
e,x,h,g,n,t,w,?,?,t,l,?
e,x,w,n,w,?,n,?,?,f,f,?
e,f,s,n,w,i,n,?,?,t,?,w
p,x,d,n,n,i,n,?,?,t,?,?
p,x,g,y,n,s,n,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,o,e,n,o,?,n,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
p,b,t,l,n,y,l,?,?,t,e,u
p,b,y,n,w,s,w,?,?,f,f,?
p,x,e,e,w,?,n,?,w,t,z,?
p,s,?,u,w,?,w,?,?,f,f,?
p,x,g,p,p,s,k,?,?,f,f,?
p,x,g,e,p,s,k,?,?,f,f,?
p,x,?,w,p,?,p,?,?,f,f,?
e,f,e,g,w,?,w,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,s,?,e,b,?,n,?,?,f,f,?
p,x,i,y,k,i,n,?,k,t,z,k
e,x,?,y,w,?,w,u,w,t,g,?
p,b,?,n,k,?,n,?,w,f,f,k
p,f,y,w,w,k,w,?,?,t,e,?
p,c,i,y,r,?,w,?,?,f,f,?
p,b,y,n,g,s,w,?,?,f,f,?
p,x,t,y,y,g,o,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
e,x,g,n,w,t,y,?,?,f,f,?
p,x,y,n,w,y,y,?,?,t,r,?
e,x,?,u,u,?,w,?,?,f,f,?
p,b,s,y,k,?,y,u,w,t,z,k
p,f,i,l,w,?,w,?,?,f,f,p
p,f,y,e,y,y,e,?,?,f,f,?
p,f,?,w,w,i,w,?,?,f,f,?
e,x,h,p,e,?,e,?,?,f,f,?
p,f,?,o,o,?,o,?,?,f,f,w
p,p,y,w,p,?,w,?,?,f,f,?
e,x,?,w,w,?,n,?,w,t,?,?
e,x,s,p,o,?,o,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
e,s,s,b,b,?,w,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
p,s,w,o,n,?,n,?,?,f,f,?
p,s,s,y,f,?,y,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,f,?,n,w,?,w,?,?,f,f,?
e,s,?,n,b,?,b,?,?,f,f,?
e,x,g,e,w,?,n,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
p,x,w,p,p,?,p,?,?,f,f,?
p,f,h,r,w,?,w,u,w,t,g,?
p,x,s,e,k,?,k,?,?,f,f,?
e,s,t,p,o,?,w,?,?,f,f,?
e,o,y,y,y,k,n,?,?,f,f,?
e,x,h,n,w,y,n,?,?,t,r,?
p,b,i,o,g,?,k,?,?,f,f,?
p,x,h,n,p,i,n,?,?,f,f,?
e,x,t,n,o,t,w,?,?,f,f,?
p,s,?,n,w,?,n,?,?,f,f,?
e,f,g,g,g,s,n,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
p,x,?,g,u,?,n,?,u,f,f,?
p,x,?,n,w,?,n,?,?,f,f,?
p,o,s,o,f,f,f,?,?,t,f,?
p,b,s,e,g,?,k,?,?,f,f,?
p,o,k,y,o,?,y,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
e,x,d,e,n,y,w,?,?,f,f,?
e,f,t,n,o,t,w,?,?,f,f,?
e,c,g,e,w,?,n,?,?,f,f,?
e,f,s,n,w,i,w,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
p,f,l,y,e,?,y,?,?,f,f,?
p,x,?,o,o,?,y,?,?,f,f,w
p,x,h,o,n,y,o,?,?,t,z,?
e,s,?,y,w,?,w,?,?,f,f,?
p,s,d,y,o,?,o,?,?,f,f,?
p,x,s,g,p,i,n,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
e,f,g,g,g,s,n,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
p,s,t,n,n,?,n,?,?,f,f,?
p,f,?,g,w,?,w,u,w,t,g,?
e,p,?,n,f,?,n,?,?,f,f,?
p,s,d,o,o,?,o,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
e,x,s,b,b,?,w,?,?,f,f,?
e,x,t,n,o,t,o,?,?,f,f,?
e,x,?,w,w,?,w,u,w,t,g,?
e,x,d,y,y,?,y,?,?,f,f,?
p,x,t,e,w,?,w,?,?,f,f,?
e,x,i,n,p,y,w,?,?,t,l,?
p,x,k,n,p,?,n,?,?,f,f,p
e,s,t,w,o,?,w,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
e,f,g,o,n,i,o,?,?,f,f,?
e,s,?,w,p,?,w,?,?,f,f,?
e,x,?,l,r,?,l,?,?,f,f,?
e,f,s,n,w,i,w,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
p,x,h,r,w,?,w,u,w,t,p,?
p,o,?,e,f,g,n,?,?,f,f,?
p,x,g,e,p,s,k,?,?,f,f,?
e,x,y,g,w,?,w,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
e,x,h,n,w,s,n,?,?,t,r,?
p,b,?,n,g,s,g,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
p,x,g,n,p,s,k,?,?,f,f,?
p,f,?,r,n,?,w,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
e,s,?,n,f,?,y,?,?,f,f,?
e,x,?,r,r,?,w,?,?,f,f,?
p,f,?,y,y,?,w,?,?,f,f,?
p,f,t,y,y,?,y,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
e,s,?,g,g,?,u,?,?,f,f,?
e,f,w,y,f,?,y,?,?,f,f,?
p,s,w,n,n,?,n,?,?,f,f,?
e,x,s,e,w,i,n,?,?,t,?,w
e,s,?,g,b,?,b,?,?,f,f,?
p,x,y,w,p,?,w,?,?,t,l,?
e,f,t,n,o,t,o,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
e,o,?,g,f,?,n,?,?,f,f,?
e,x,t,n,y,s,n,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
e,x,s,y,w,i,n,?,?,t,?,w
e,x,y,n,p,y,n,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
p,f,s,o,y,?,y,?,?,f,f,?
e,x,s,n,w,i,w,?,?,f,f,p
e,f,?,w,u,?,w,?,?,f,f,?
p,x,g,w,w,?,n,?,?,f,f,?
e,x,s,o,o,?,e,?,?,f,f,?
p,f,t,e,w,?,w,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
e,s,?,n,w,s,w,?,?,f,f,?
p,x,s,o,y,g,o,?,?,f,f,?
p,x,t,k,w,?,r,?,?,f,f,?
p,b,?,g,g,s,n,?,?,f,f,?
p,s,?,u,w,?,y,?,?,f,f,?
p,x,w,e,w,g,n,?,?,f,f,?
e,x,s,n,n,?,e,?,?,f,f,?
e,x,?,n,w,?,w,u,w,t,g,?
e,p,s,w,k,?,w,?,w,t,e,?
p,b,y,w,p,?,w,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
e,x,t,n,w,s,n,?,?,f,f,?
p,x,y,n,n,y,y,?,?,t,?,?
e,x,h,n,n,t,g,?,?,t,l,?
p,x,y,w,w,?,w,?,?,t,l,?
e,x,?,g,g,?,u,?,?,f,f,?
p,f,?,u,n,i,w,?,?,f,f,?
p,b,y,w,p,?,w,?,?,f,f,?
e,f,?,g,b,?,b,?,?,f,f,?
p,x,t,n,n,?,n,?,?,f,f,?
p,x,t,y,y,?,y,?,?,f,f,?
e,p,d,e,n,y,w,?,?,f,f,?
p,s,?,e,w,?,n,?,?,f,f,?
p,b,g,y,n,?,n,?,?,f,f,?
e,s,?,n,g,?,u,?,?,f,f,?
p,x,?,e,w,?,y,?,?,f,f,?
p,x,t,r,n,?,n,?,?,f,f,?
p,x,?,b,w,?,w,?,?,f,f,?
p,b,t,y,g,?,n,?,?,t,f,?
e,s,t,p,o,?,w,?,?,f,f,?
p,x,?,w,w,i,w,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
p,f,w,o,y,?,n,?,?,f,f,?
e,p,y,w,k,s,w,?,?,t,e,?
p,b,w,u,u,s,u,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
p,b,t,y,k,?,n,?,?,t,f,?
e,x,y,n,w,?,w,?,?,t,?,?
e,x,y,n,w,?,w,?,?,t,?,?
e,x,?,y,w,?,g,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
p,x,d,w,p,h,w,?,?,f,f,?
p,x,t,e,w,g,n,?,?,f,f,?
e,x,t,n,w,s,n,u,w,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
e,x,?,w,w,?,w,?,?,f,f,?
p,x,e,n,n,?,n,?,n,f,f,?
e,x,l,w,p,?,w,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,f,t,r,n,?,n,?,?,f,f,?
e,c,h,n,w,s,n,u,w,f,f,?
e,x,?,l,r,?,r,?,?,f,f,?
p,s,?,n,b,?,n,?,?,f,f,?
p,s,t,n,n,?,n,?,?,f,f,?
e,f,e,g,w,?,w,?,?,f,f,?
p,b,y,n,g,s,w,?,?,f,f,?
p,f,l,n,y,?,y,?,?,f,f,?
p,x,s,r,w,y,n,?,?,f,f,?
p,f,?,u,w,?,w,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
e,x,?,y,o,?,w,?,?,f,f,?
p,x,g,y,y,?,w,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
e,x,?,u,w,?,w,?,?,f,f,?
p,x,y,n,y,y,n,?,?,t,?,?
e,f,h,n,y,t,o,?,?,f,f,?
p,x,?,n,k,s,n,?,?,f,f,k
p,f,?,w,w,i,w,?,?,f,f,?
e,s,?,n,f,?,y,?,?,f,f,?
e,f,s,n,w,i,n,?,?,t,?,w
p,o,?,e,f,g,n,?,?,f,f,?
p,x,s,g,p,i,n,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
e,x,y,n,p,y,n,?,?,f,f,?
p,x,t,n,n,?,n,?,?,f,f,?
e,x,e,g,w,?,w,?,?,f,f,?
e,c,t,n,w,s,n,u,w,f,f,?
e,f,d,n,p,?,g,?,?,f,f,?
p,b,w,y,r,t,r,?,?,f,f,?
p,f,d,n,y,?,n,?,?,f,f,?
e,f,?,l,w,?,w,?,?,f,f,?
p,x,k,w,p,?,n,?,?,f,f,p
p,b,t,n,p,i,n,?,?,f,f,?
p,f,t,n,p,i,n,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
e,f,e,n,w,?,w,?,?,f,f,?
p,f,y,e,y,y,u,?,?,f,f,?
p,b,t,y,k,?,n,?,?,t,f,?
p,x,g,w,w,?,n,?,?,f,f,?
e,p,i,n,p,y,w,?,?,t,l,?
e,f,w,y,f,?,y,?,?,f,f,?
p,x,h,w,y,i,n,?,?,f,f,?
p,s,d,y,o,?,o,?,?,f,f,?
p,x,?,n,w,?,n,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
p,o,k,n,n,?,n,?,?,f,f,?
e,f,y,n,w,?,n,?,?,t,m,?
p,o,e,r,y,?,n,?,?,f,f,?
e,s,?,w,y,?,w,?,?,f,f,?
e,x,?,n,w,?,w,?,w,t,?,?
e,x,s,b,w,s,n,?,?,f,f,?
e,x,s,o,n,?,e,?,?,f,f,?
p,b,g,n,n,?,n,?,?,f,f,?
p,s,h,g,w,t,n,?,?,f,f,?
e,x,?,y,w,?,w,u,w,t,g,?
e,o,l,n,f,?,n,?,?,f,f,g
e,x,y,n,p,y,n,?,?,f,f,?
e,x,y,n,w,?,w,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
p,f,t,y,y,?,y,?,?,f,f,?
p,x,g,n,n,s,n,?,?,f,f,?
e,f,d,b,o,?,w,?,?,f,f,?
e,x,h,y,y,?,y,?,y,t,?,?
p,o,?,w,f,g,w,?,?,t,f,?
e,f,s,n,w,i,w,?,?,f,f,?
p,s,d,w,w,h,w,?,?,f,f,?
p,x,?,w,w,?,y,?,?,f,f,?
p,b,g,o,n,?,n,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
p,s,?,y,o,?,w,?,?,t,f,?
e,x,y,e,w,?,n,?,w,t,e,?
e,s,?,y,w,?,w,?,?,f,f,?
p,b,y,n,g,s,w,?,?,f,f,?
e,s,t,o,o,?,w,?,?,f,f,?
p,b,s,g,w,s,w,?,?,t,z,?
p,x,e,e,g,?,y,?,w,t,z,?
e,x,?,y,g,?,w,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
e,x,y,n,n,?,w,?,?,t,r,?
e,x,h,g,n,t,w,?,?,t,l,?
p,f,g,o,w,y,w,u,w,t,p,?
p,x,g,n,w,?,n,?,?,f,f,?
e,f,?,n,w,s,w,?,?,f,f,?
e,f,t,n,o,t,o,?,?,f,f,?
e,s,t,p,o,?,w,?,?,f,f,?
e,x,?,w,w,?,y,u,w,t,g,?
e,f,w,g,k,?,w,?,?,f,f,?
e,x,l,w,p,?,w,?,?,f,f,?
e,f,?,l,y,?,w,?,?,f,f,?
e,s,e,n,w,?,w,?,?,f,f,?
p,o,k,y,o,?,y,?,?,f,f,?
p,o,?,g,f,g,g,?,?,f,f,?
e,f,?,n,p,?,u,?,?,f,f,?
p,x,t,e,w,?,w,?,?,f,f,?
e,f,y,n,w,?,n,?,w,t,e,?
p,f,l,e,e,?,y,?,?,f,f,?
p,b,y,n,g,s,w,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
p,x,s,e,y,?,o,?,?,f,f,?
p,x,y,n,w,y,y,?,?,t,r,?
e,p,?,n,w,?,w,?,?,f,f,?
p,f,g,o,w,y,w,u,w,t,p,?
e,x,s,k,w,?,w,?,?,f,f,?
e,f,y,n,n,?,w,?,?,t,r,?
e,x,s,n,w,s,n,?,?,f,f,?
p,b,s,n,w,s,w,?,?,t,z,?
p,f,w,u,u,s,u,?,?,f,f,?
p,x,?,n,p,?,p,?,?,f,f,?
e,x,t,n,o,t,w,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
p,x,e,e,y,?,n,?,w,t,z,?
p,f,t,e,w,?,w,?,?,f,f,?
e,x,h,p,o,?,e,?,?,f,f,?
e,x,e,l,w,?,w,?,?,f,f,?
p,f,h,e,w,g,n,?,?,f,f,?
p,x,i,e,g,?,k,?,?,f,f,?
e,o,?,n,f,?,n,?,?,f,f,?
e,c,g,n,g,?,g,?,?,f,f,?
e,s,?,w,w,?,w,?,?,f,f,?
p,f,d,n,y,i,n,?,?,t,?,?
e,o,y,y,y,k,n,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
e,x,t,n,y,s,n,?,?,f,f,?
p,b,h,n,n,?,w,?,?,t,?,k
e,x,t,n,y,?,n,?,?,f,f,?
e,x,?,n,g,y,w,?,?,f,f,?
e,f,w,y,f,?,y,?,?,f,f,?
e,x,w,g,g,?,w,?,?,f,f,?
e,f,g,n,g,s,n,?,?,f,f,?
e,s,e,g,w,?,w,?,?,f,f,?
p,p,y,n,k,?,w,?,?,f,f,?
p,x,?,w,p,?,p,?,?,f,f,?
e,s,?,y,f,?,o,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
e,x,e,n,w,?,w,?,?,f,f,?
p,s,t,n,y,?,y,?,?,f,f,?
p,x,g,n,n,s,n,?,?,f,f,?
p,x,g,e,p,?,w,?,?,f,f,?
p,s,d,w,p,h,w,?,?,f,f,?
e,x,e,l,w,?,w,?,?,f,f,?
p,s,d,y,y,?,y,?,?,f,f,?
e,f,h,n,y,i,n,?,?,f,f,?
p,x,?,n,n,s,n,?,?,f,f,k
p,c,e,w,r,?,w,?,?,f,f,?
e,p,s,w,p,s,w,?,?,t,e,?
p,b,y,n,w,s,w,?,?,t,z,?
p,o,t,n,w,f,f,?,?,f,f,n
p,x,t,o,n,y,n,?,?,t,z,?
p,x,y,w,n,?,w,?,?,t,l,?
e,f,?,g,b,?,b,?,?,f,f,?
e,x,l,w,w,?,w,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
e,x,s,y,w,t,y,?,?,f,f,?
p,o,e,n,y,?,n,?,?,f,f,?
e,s,?,w,w,?,w,?,?,f,f,?
p,f,?,r,n,?,w,?,?,f,f,?
e,f,t,n,o,t,w,?,?,f,f,?
e,x,d,y,y,?,y,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
e,x,t,y,y,?,w,?,?,f,f,?
p,f,w,o,n,?,n,?,?,f,f,?
p,o,s,w,w,f,f,?,?,f,f,n
p,b,w,y,y,t,r,?,?,f,f,?
p,s,d,w,p,h,w,?,?,f,f,?
e,x,?,w,w,?,y,u,w,t,g,?
p,b,s,y,r,?,y,u,w,t,z,k
p,f,?,w,w,i,w,?,?,f,f,?
e,x,e,l,w,?,w,?,?,f,f,?
e,f,s,n,w,i,w,?,?,f,f,?
p,x,g,y,n,s,n,?,?,f,f,?
p,b,y,n,k,?,w,?,?,f,f,?
p,x,g,p,n,s,k,?,?,f,f,?
p,x,g,e,p,?,w,?,?,f,f,?
p,f,d,e,y,?,n,?,?,f,f,?
p,x,s,n,o,?,y,?,?,f,f,?
e,b,g,w,w,?,y,?,?,f,f,?
e,c,g,e,w,?,n,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
e,s,s,w,y,?,w,?,?,f,f,w
e,x,s,e,w,i,n,?,?,t,?,w
p,b,y,w,p,?,w,?,?,f,f,?
e,p,s,w,k,s,w,?,?,t,e,?
p,p,y,w,k,?,w,?,?,f,f,?
p,f,?,g,w,?,w,u,w,t,e,?
p,o,k,r,y,?,y,?,?,f,f,?
e,x,h,g,n,t,w,?,?,t,l,?
e,f,h,o,n,t,n,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
p,f,t,n,p,i,g,?,?,f,f,?
p,s,k,y,n,k,n,?,?,t,f,?
e,o,y,y,y,k,n,?,?,f,f,?
e,p,?,g,w,?,w,?,?,f,f,?
e,f,?,n,g,?,u,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
e,s,?,g,p,?,u,?,?,f,f,?
p,s,d,e,w,?,e,?,?,f,f,?
e,x,d,b,b,?,w,?,?,f,f,?
p,x,t,n,g,y,n,?,?,f,f,?
p,c,i,y,n,?,w,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
e,c,g,n,g,?,g,?,?,f,f,?
p,f,t,n,p,i,n,?,?,f,f,?
e,x,s,e,e,?,o,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
e,x,i,n,p,?,w,?,?,t,l,?
p,f,w,u,u,s,u,?,?,f,f,?
p,s,t,r,n,?,n,?,?,f,f,?
p,s,s,y,f,?,y,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,x,g,y,y,?,w,?,?,f,f,?
p,f,t,n,y,?,y,?,?,f,f,?
p,f,?,n,w,i,w,?,?,f,f,?
p,x,?,g,w,?,n,?,?,f,f,?
p,f,h,r,w,?,w,u,w,t,p,?
p,f,y,e,y,y,u,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
p,x,?,u,n,?,g,?,u,f,f,?
p,s,w,o,y,?,n,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,f,?,o,o,?,o,?,?,f,f,w
p,x,i,n,n,?,n,?,e,f,f,?
e,f,s,b,w,s,n,?,?,f,f,?
e,b,g,g,g,?,w,?,?,f,f,?
p,f,h,n,w,g,n,?,?,f,f,?
p,p,s,g,w,s,w,?,?,t,z,?
p,f,d,b,y,s,n,?,?,f,f,?
e,f,e,n,w,?,w,?,?,f,f,?
e,x,s,n,w,t,y,?,?,f,f,?
p,x,g,y,n,s,n,?,?,f,f,?
e,x,i,n,n,?,w,?,?,t,r,?
p,x,?,n,n,?,u,?,u,f,f,?
p,b,?,n,g,s,g,?,?,f,f,?
p,x,g,n,w,?,w,?,?,f,f,?
e,x,?,n,g,y,w,?,?,f,f,?
p,s,t,y,y,?,y,?,?,f,f,?
p,x,t,o,n,y,n,?,?,t,z,?
p,b,?,n,g,s,n,?,?,f,f,?
p,x,k,n,n,?,n,?,?,f,f,?
p,s,t,g,w,t,g,?,?,f,f,?
e,f,h,n,k,s,w,?,w,f,f,k
e,x,d,w,w,?,w,?,?,f,f,?
p,f,?,p,w,?,w,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,x,y,n,y,y,n,?,?,t,?,?
p,x,y,w,w,?,w,?,?,t,l,?
p,x,y,y,w,y,y,?,?,t,r,?
e,x,h,e,e,?,o,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
e,s,l,w,p,?,w,?,?,f,f,?
p,p,t,n,n,t,y,?,?,t,e,?
e,x,?,g,g,y,w,?,?,f,f,?
p,f,i,k,p,?,w,?,?,f,f,p
p,c,k,y,p,?,w,?,?,f,f,?
e,x,?,w,n,?,w,?,w,t,?,?
p,x,y,n,w,y,y,?,?,t,r,?
p,b,t,n,n,?,w,?,?,t,?,k
e,f,y,w,w,s,w,?,?,t,e,?
e,p,?,g,w,?,g,?,?,f,f,?
p,f,?,n,y,?,n,?,?,f,f,?
e,x,?,u,u,?,w,?,?,f,f,?
p,x,d,n,n,?,n,?,?,f,f,?
p,x,s,n,w,y,w,?,?,f,f,?
p,x,?,o,o,?,y,?,?,f,f,w
e,x,?,w,r,?,l,?,?,f,f,?
p,x,k,w,n,?,w,?,?,f,f,?
e,x,h,n,n,s,w,?,w,f,f,k
p,f,y,w,w,k,w,?,?,t,e,?
p,f,h,e,w,?,w,?,?,f,f,?
e,p,w,n,w,?,n,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,x,s,g,w,y,w,?,?,f,f,?
