@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,4.5,n,6.13,6.55,w,f,d
e,7.69,y,5.45,12.27,e,f,d
e,2.57,n,5.58,3.53,n,f,h
e,8.52,y,6.63,14.1,e,f,d
p,9.2,e,7.19,21.07,u,f,d
e,10.87,w,11.23,18.75,w,l,m
p,16.12,w,8.2,30.59,w,f,d
p,7.81,n,15.16,18.13,w,f,d
p,14.2,k,5.06,27.51,g,f,d
p,5.96,n,6.27,8.48,e,f,d
p,9.01,r,11.24,16.45,w,g,d
p,2.06,y,5.84,2.47,n,f,d
p,5.63,e,6.7,6.11,e,f,d
e,3.77,w,4.0,2.76,y,f,g
e,2.4,b,6.96,4.76,w,f,d
p,8.45,e,3.08,22.66,n,f,d
e,12.32,n,11.29,20.35,w,g,d
e,11.55,n,10.06,15.33,w,g,d
p,6.8,r,1.54,17.72,y,f,d
e,17.87,n,14.74,33.94,w,f,d
p,2.21,g,0.0,0.0,f,f,d
p,5.47,n,4.88,6.61,n,f,d
p,4.87,e,3.83,13.2,y,f,d
p,3.97,u,5.11,8.42,w,f,d
e,1.15,g,2.95,1.46,w,f,d
p,7.04,o,1.21,11.94,n,f,d
p,10.4,p,9.56,16.95,p,f,d
e,10.77,n,8.64,16.95,w,r,m
p,0.81,p,3.59,0.93,k,f,d
e,10.8,b,5.35,19.7,w,f,d
e,6.97,y,7.57,16.18,y,f,d
p,8.12,n,4.47,13.37,n,f,d
p,7.98,p,8.08,14.84,p,f,d
p,0.66,o,4.2,0.97,y,f,g
e,2.45,w,2.73,4.74,w,f,g
p,5.27,y,6.54,14.69,y,f,d
e,3.8,n,6.09,8.18,o,f,d
p,4.9,y,6.01,14.99,y,f,d
p,5.67,y,3.9,7.15,n,f,d
e,6.96,n,8.6,10.47,n,f,l
p,6.82,g,4.52,12.77,r,f,d
e,7.61,y,5.22,18.1,y,f,d
e,12.15,n,11.85,18.67,w,g,d
e,2.43,n,6.27,3.45,n,f,l
p,7.68,r,5.07,13.56,w,f,d
p,7.47,w,13.11,12.82,w,l,d
e,10.45,y,6.34,22.42,w,f,d
p,0.72,y,3.36,0.68,w,f,d
p,4.44,n,5.25,4.96,y,f,l
e,5.91,y,6.62,13.72,y,?,d
e,1.07,n,5.5,0.99,n,f,d
p,3.77,n,8.43,3.7,n,f,d
e,9.87,n,7.36,10.41,n,f,d
e,53.72,y,7.76,47.03,k,f,d
e,1.42,n,5.3,1.67,g,f,d
e,8.6,n,8.49,10.73,w,f,d
p,2.75,w,3.13,8.36,w,f,g
e,6.26,n,4.7,5.5,n,r,d
e,6.95,k,5.89,10.85,g,f,d
p,2.07,u,3.28,3.38,w,f,d
e,15.07,n,26.83,19.52,n,m,m
e,8.09,g,6.97,13.84,w,f,g
p,1.04,w,2.72,1.39,e,f,d
p,5.27,n,5.56,6.66,n,?,d
p,2.61,o,3.08,5.51,y,f,h
e,4.68,n,5.96,4.86,o,f,d
p,10.33,n,6.32,17.42,n,f,d
p,7.73,r,5.7,12.96,w,f,d
e,2.75,n,3.98,8.36,n,f,d
p,11.12,n,11.83,13.23,n,?,d
p,6.48,n,5.15,7.32,e,f,d
p,12.14,w,5.61,30.38,w,f,d
p,9.59,r,7.15,11.54,w,f,d
p,2.15,e,4.42,5.2,e,f,d
p,19.32,o,5.66,53.94,n,f,d
p,1.48,n,4.0,1.38,n,f,d
p,5.51,o,7.42,6.54,k,f,m
e,3.42,y,6.35,7.3,y,f,d
p,1.53,n,4.76,2.33,n,f,g
p,5.59,n,5.59,6.69,n,?,d
e,13.81,n,7.92,25.19,w,f,l
p,3.17,g,0.0,0.0,f,f,d
e,3.06,y,6.78,6.83,y,f,d
p,4.44,y,3.91,10.6,y,f,d
p,9.35,n,1.46,15.08,n,f,d
e,4.6,y,6.16,3.72,w,f,d
p,14.36,w,7.79,18.43,n,f,d
p,4.17,y,8.89,7.97,y,z,d
p,6.29,e,7.46,9.87,e,z,d
p,5.33,r,1.19,13.26,n,f,d
p,4.16,y,0.0,0.0,f,f,d
e,3.83,n,4.93,10.65,y,f,d
p,1.37,n,5.3,2.0,n,f,d
p,5.42,y,5.93,7.4,w,f,d
p,10.67,y,12.25,21.65,o,r,d
e,1.1,g,2.23,1.32,w,f,d
p,1.04,w,2.78,1.56,n,f,d
p,8.83,n,7.81,23.58,n,f,d
p,5.76,n,5.09,15.27,y,f,d
p,5.21,n,3.54,6.0,n,f,d
e,3.92,w,4.7,3.03,y,f,g
e,10.77,n,7.14,19.53,b,f,l
e,10.51,n,8.39,21.89,n,f,d
e,1.56,g,4.99,2.39,w,f,d
p,1.03,w,2.84,1.49,e,f,l
e,15.93,k,6.82,21.33,w,f,d
e,5.75,n,11.72,11.34,w,f,d
p,6.7,e,5.76,9.63,e,f,d
p,2.8,n,7.37,3.59,n,f,d
p,17.0,k,4.98,25.56,g,f,l
p,4.6,n,11.26,6.81,w,?,g
p,1.75,n,6.46,2.41,y,e,m
p,3.05,g,3.9,17.07,n,f,d
e,8.56,n,6.55,16.61,n,p,d
e,8.58,u,7.35,19.47,u,f,d
p,1.96,n,7.33,2.72,y,f,g
e,4.68,n,5.6,5.5,n,r,d
p,4.1,y,4.15,10.35,w,f,g
e,8.68,n,7.74,13.29,n,f,d
p,3.17,g,9.14,2.66,g,f,g
p,7.33,n,7.11,11.91,w,p,d
e,4.65,n,6.85,4.28,w,f,d
p,16.89,w,8.15,31.76,w,f,d
e,4.09,y,7.04,4.14,w,f,d
p,2.83,e,4.28,5.81,e,f,d
e,10.23,w,5.41,24.48,w,f,d
p,3.18,y,8.79,7.64,y,z,d
p,17.46,w,5.79,27.02,w,f,d
e,9.63,n,9.28,17.3,w,p,d
e,2.6,b,5.55,4.0,w,f,d
e,6.7,w,19.34,13.82,w,e,d
p,4.0,w,5.79,31.12,w,f,p
e,2.3,b,6.7,4.77,w,f,d
p,2.95,w,2.69,2.18,w,f,g
p,8.09,n,9.37,10.9,y,?,d
e,3.06,n,4.16,9.76,y,f,d
p,2.9,y,8.48,7.32,y,z,d
p,5.03,w,0.0,0.0,f,f,d
p,4.32,u,5.02,7.28,y,f,d
p,3.1,o,3.07,5.72,y,f,h
e,6.57,o,8.57,12.75,o,f,d
p,3.02,w,2.79,7.42,w,f,g
p,0.78,n,4.15,1.09,k,f,d
p,4.54,p,2.74,12.39,y,f,d
e,12.35,n,8.23,24.95,p,f,d
e,6.26,n,5.95,18.72,u,f,g
p,6.19,o,4.17,7.57,o,f,d
p,4.88,y,8.59,6.76,y,z,d
p,5.9,e,6.46,8.99,e,f,d
e,5.88,n,3.8,6.79,w,f,l
e,4.43,n,6.54,3.96,w,f,d
e,0.84,w,2.92,1.62,w,f,d
e,13.64,b,2.71,16.58,w,f,d
p,1.61,l,3.0,2.3,w,f,g
e,1.24,y,5.49,1.64,y,f,d
e,7.06,g,12.98,26.99,w,f,d
e,9.44,n,8.91,16.61,w,l,d
e,7.02,n,4.15,12.53,w,r,w
p,8.33,p,7.26,13.71,p,f,d
e,6.9,n,5.83,10.3,n,f,d
p,1.18,y,3.36,5.59,y,f,d
e,4.8,o,6.1,12.95,w,f,g
p,3.02,n,3.49,5.69,n,f,d
e,13.71,l,7.47,21.37,w,f,d
p,2.27,o,2.91,4.99,o,f,h
p,0.58,p,4.01,0.91,k,f,d
e,12.16,w,23.75,13.63,w,e,u
p,4.29,n,9.79,5.57,w,?,g
p,12.3,n,10.54,11.64,w,g,d
e,7.58,g,11.62,24.77,w,f,d
e,8.68,n,4.38,11.38,w,l,w
p,6.14,w,5.82,13.01,w,f,g
e,5.08,n,4.13,5.13,n,r,d
p,5.03,w,5.44,11.96,w,f,d
p,5.81,y,6.02,7.38,w,f,d
p,12.56,g,10.73,14.98,w,e,d
p,4.4,n,4.65,5.65,o,z,d
e,6.44,n,7.26,9.93,n,f,l
e,8.67,n,3.81,21.86,n,f,d
p,6.48,y,7.86,13.53,w,f,d
p,2.86,k,9.41,2.45,g,f,g
p,7.45,g,4.55,12.07,g,f,d
e,14.52,n,22.93,21.12,n,m,m
p,3.37,n,5.37,9.03,w,z,d
e,2.5,b,6.12,4.57,w,f,d
e,10.41,n,9.21,18.12,w,p,l
e,9.44,n,10.1,14.12,o,f,d
e,10.26,y,9.74,18.66,n,?,d
p,3.03,w,4.51,3.6,w,e,m
p,7.5,n,12.2,6.94,n,f,d
p,3.12,u,3.43,3.45,u,f,d
p,13.28,n,11.25,16.55,w,g,d
p,6.22,g,5.37,10.49,n,f,l
p,1.47,y,4.68,2.71,n,f,g
p,6.32,r,5.05,14.2,w,f,d
p,6.63,n,5.38,14.32,y,f,d
p,1.92,n,5.09,1.97,n,f,d
p,1.85,n,5.59,1.68,n,f,g
p,3.52,n,3.75,6.56,n,f,d
p,1.8,g,5.1,1.93,g,f,d
e,4.65,n,4.79,10.57,n,f,d
p,0.92,y,3.69,0.85,w,f,d
e,23.24,e,18.12,40.15,w,f,d
p,2.87,n,5.67,4.29,w,f,d
e,10.53,n,9.6,18.53,w,p,l
p,2.96,r,4.44,5.2,y,f,g
p,7.52,n,9.04,20.23,u,f,d
p,3.12,p,3.6,3.42,w,e,d
p,14.19,n,10.04,32.67,y,f,d
p,5.9,e,8.25,9.43,n,z,d
e,1.66,n,7.29,2.15,y,f,d
e,4.13,w,4.52,3.04,y,f,g
p,8.23,n,10.1,10.75,n,?,d
e,9.14,n,6.0,15.01,n,p,d
p,10.23,e,17.02,9.53,n,f,d
p,7.46,n,15.84,17.61,w,f,d
e,9.83,u,6.67,19.46,u,f,l
e,3.28,n,3.94,9.45,y,f,d
e,2.92,n,6.76,3.34,w,f,d
e,4.86,n,4.99,5.96,n,r,d
p,8.0,e,6.68,10.0,e,f,d
e,6.68,e,5.85,12.64,e,f,d
e,4.7,w,6.83,7.45,w,f,d
p,1.49,n,5.41,2.66,n,f,g
p,3.95,n,4.49,3.13,n,f,g
p,1.66,n,4.73,1.56,n,f,d
p,5.26,y,7.21,8.07,w,f,d
p,3.37,y,4.82,6.45,y,f,d
e,5.52,y,5.06,12.73,y,f,d
e,53.44,y,9.02,43.07,k,f,d
e,6.88,y,5.91,16.46,w,f,d
e,6.1,b,5.92,12.69,w,f,g
e,9.76,w,8.41,38.74,w,f,m
e,3.71,n,3.62,9.19,y,f,d
e,6.0,n,5.4,20.38,n,f,l
e,10.41,n,9.53,18.67,w,l,l
p,2.95,y,5.52,3.49,y,r,d
e,5.75,n,4.01,8.84,n,f,d
e,2.58,g,3.97,2.89,g,f,d
p,7.1,n,9.09,9.43,n,?,d
p,8.53,u,8.46,15.8,u,f,d
p,10.7,r,6.22,13.91,n,f,d
p,3.16,n,4.22,3.14,n,f,g
p,3.63,y,4.51,6.44,w,f,d
e,9.16,y,8.15,16.06,y,?,d
e,7.29,y,5.75,12.75,e,f,d
e,44.06,y,7.36,36.67,k,f,d
e,3.49,n,4.44,2.85,g,f,d
p,3.93,w,8.44,4.36,n,f,d
p,6.34,o,7.15,7.04,o,f,m
p,10.26,u,9.09,19.29,u,f,d
e,6.4,w,6.43,13.83,y,g,d
p,12.14,y,8.38,22.15,u,f,d
e,1.6,n,5.64,2.45,w,f,d
e,4.92,n,12.16,12.09,n,f,d
e,8.47,g,7.68,15.66,g,f,d
p,11.21,n,9.56,29.99,n,f,d
p,3.77,g,3.65,15.04,n,f,d
p,3.99,y,8.35,6.87,y,z,d
p,16.82,e,17.81,16.9,w,p,d
e,8.29,g,6.85,19.01,u,f,g
p,7.8,w,13.32,13.19,w,l,d
p,6.08,o,3.56,6.15,o,f,h
e,6.49,w,6.05,10.79,y,g,d
e,16.43,n,14.92,68.71,n,f,d
e,10.17,n,9.23,19.07,n,p,d
p,7.03,e,7.07,7.27,n,f,d
p,4.02,w,5.51,32.62,w,f,d
p,4.75,n,0.0,0.0,f,f,d
e,5.65,n,4.74,5.46,n,r,d
p,2.73,e,7.66,2.66,w,f,d
e,3.59,n,3.83,2.8,y,f,g
p,8.81,e,3.48,25.86,n,f,d
e,8.31,n,6.33,10.24,w,f,d
e,11.44,y,7.56,20.9,w,f,d
p,3.58,k,3.7,14.57,n,f,d
p,5.89,e,7.52,9.14,y,z,d
p,7.34,w,8.95,13.62,w,l,d
e,6.5,e,5.6,12.85,y,f,d
p,2.62,y,5.13,6.48,r,f,m
p,7.64,n,7.21,9.77,e,f,d
p,8.05,n,5.92,8.09,n,f,d
e,10.83,e,8.61,25.49,n,e,d
p,11.8,g,10.84,12.78,w,e,d
e,13.99,n,8.26,16.47,w,?,g
p,5.54,e,8.07,10.46,e,z,d
p,3.28,k,8.92,2.67,g,f,g
e,8.23,n,6.26,10.99,n,f,g
p,1.51,n,7.01,2.47,y,e,m
p,3.62,e,4.24,5.52,e,f,d
e,3.74,n,4.9,11.74,n,f,d
p,4.58,y,7.52,12.77,w,f,g
p,2.77,e,3.63,3.23,w,e,d
e,2.83,b,5.6,4.35,w,f,d
e,8.04,n,5.56,9.49,w,f,d
p,7.9,n,9.58,26.08,n,f,d
p,7.18,n,7.54,15.97,w,p,d
e,7.56,y,6.97,16.72,g,f,d
p,6.27,n,8.26,10.33,n,f,d
p,5.51,g,4.89,8.47,n,f,l
p,1.35,n,5.01,2.67,n,f,g
e,6.6,y,7.55,13.73,y,?,d
e,2.37,n,5.46,3.5,n,f,h
p,0.74,o,4.73,1.0,y,f,g
p,4.04,n,4.94,4.17,y,f,d
p,14.71,n,5.67,32.93,n,f,d
p,4.4,n,6.07,5.96,e,f,d
p,5.17,r,4.67,13.69,n,f,d
e,16.6,o,13.69,33.06,w,f,d
e,5.67,y,4.85,14.73,w,f,d
e,5.26,r,7.07,8.42,r,f,d
e,11.69,e,6.96,24.71,n,e,d
e,5.88,w,3.55,9.73,w,f,d
e,14.02,n,10.07,17.58,w,?,g
e,5.95,w,4.96,12.82,w,e,m
p,7.89,g,4.47,12.15,r,f,d
e,6.61,n,5.91,9.75,n,f,m
p,5.18,n,9.23,6.31,w,?,g
e,9.87,n,8.23,20.78,u,f,l
e,6.13,n,5.84,9.92,n,f,d
e,2.71,o,4.36,5.95,e,f,m
e,5.79,n,6.97,57.99,n,f,l
p,5.22,n,11.06,12.57,w,z,d
p,5.63,o,2.76,6.38,o,f,h
p,17.6,o,4.62,34.65,n,f,d
e,3.68,n,7.8,8.31,n,?,g
e,2.88,n,6.34,3.55,n,f,l
e,13.21,l,8.32,23.72,w,f,d
p,2.13,y,7.65,2.98,y,f,g
e,2.62,u,6.73,4.09,w,f,d
e,10.82,n,8.98,18.35,w,l,l
e,11.93,w,20.28,14.04,w,e,g
p,2.84,w,2.95,2.34,w,f,g
p,4.07,u,7.11,7.3,u,f,d
e,5.72,n,5.05,18.56,n,f,d
p,2.76,u,4.08,6.64,y,f,d
p,3.97,n,5.32,8.86,w,z,d
p,8.06,n,5.58,16.71,n,f,d
p,9.09,e,6.37,17.11,w,f,d
p,2.15,o,2.54,5.03,y,f,h
p,4.53,n,9.68,5.99,w,?,g
e,3.57,y,6.94,8.68,y,f,d
p,3.53,y,4.82,3.62,n,r,d
e,7.08,b,5.71,12.4,w,f,d
p,9.67,n,10.64,34.77,u,f,d
e,4.62,g,5.28,5.93,g,f,d
e,8.57,e,8.52,11.31,n,?,d
p,4.7,w,0.0,0.0,f,f,d
e,18.02,w,8.29,25.95,w,f,d
p,2.39,e,6.86,2.66,n,f,d
p,13.72,k,4.95,24.27,g,f,l
p,4.39,y,6.55,7.38,w,f,d
e,12.59,n,13.42,19.87,w,g,d
e,3.32,w,3.92,6.26,w,f,m
p,7.61,n,6.14,8.1,n,f,d
p,8.84,e,6.33,13.19,y,f,d
p,3.93,u,4.82,6.85,w,f,d
e,12.05,b,5.46,20.89,w,f,d
e,6.64,n,6.94,9.35,n,f,l
p,2.4,n,8.71,2.81,y,e,m
e,3.44,y,4.85,9.89,w,f,d
e,11.3,n,6.57,26.32,w,f,d
p,6.71,r,4.94,12.87,w,f,d
p,5.57,n,6.2,5.39,n,f,d
p,6.19,o,3.99,7.0,y,f,d
p,0.75,e,4.13,1.07,k,f,d
p,3.13,p,5.23,6.35,r,f,d
p,3.36,n,3.88,3.27,w,e,m
e,7.57,n,10.83,26.63,w,f,d
e,9.58,n,7.34,17.23,n,p,d
p,3.84,w,8.59,4.28,p,f,d
e,6.38,y,5.92,12.37,w,f,d
p,4.32,p,4.56,3.51,w,e,d
p,11.94,n,14.9,35.86,w,f,d
e,6.92,y,7.75,16.23,w,f,d
p,1.34,n,3.79,1.52,n,f,d
e,1.48,n,5.44,1.74,y,f,h
e,5.13,y,6.16,3.74,w,f,d
p,1.56,y,2.24,2.5,n,f,d
p,6.54,w,12.06,12.58,w,l,d
e,11.92,n,9.32,22.63,n,f,d
p,2.02,g,5.2,1.97,n,f,d
e,8.58,g,11.01,26.95,w,f,d
p,6.86,y,6.24,12.38,w,f,d
e,6.04,n,7.56,16.2,y,f,d
e,1.08,n,5.42,1.05,n,f,h
p,7.96,n,10.84,16.13,n,f,h
p,3.77,n,5.12,3.21,y,r,h
p,1.9,y,7.73,3.26,y,f,g
e,47.56,y,5.92,34.07,n,f,d
p,6.61,p,3.97,9.94,p,f,d
p,1.63,l,3.65,2.26,w,f,g
p,8.22,n,5.41,15.09,y,f,d
e,6.84,n,7.02,10.53,n,f,l
p,6.69,n,8.55,7.95,n,z,d
p,4.13,w,0.0,0.0,f,f,d
e,5.32,g,4.33,7.66,w,f,d
e,5.35,w,4.58,12.68,w,e,m
p,7.29,r,10.63,13.26,w,p,d
p,5.99,e,6.16,6.22,e,f,d
p,2.74,n,3.87,6.15,n,f,d
p,10.25,p,9.46,18.23,p,f,d
e,5.8,n,7.08,4.28,w,f,d
e,6.41,n,6.66,15.11,w,f,d
p,2.35,e,6.45,2.43,w,f,d
p,7.94,r,10.97,16.35,w,p,d
e,11.38,n,7.12,21.22,w,f,d
e,10.07,n,8.9,17.01,w,l,d
e,5.58,y,5.38,16.55,y,f,d
e,4.33,y,4.92,9.89,w,f,d
e,6.03,n,5.28,8.66,w,f,l
e,3.75,w,3.66,7.1,w,f,g
p,7.71,w,9.59,10.77,w,f,h
e,16.2,n,9.94,17.84,w,?,g
e,13.16,w,2.84,16.49,w,f,d
p,5.22,n,12.39,6.13,n,f,d
p,6.32,n,5.02,10.82,n,f,d
e,7.46,b,8.08,10.79,n,f,l
p,7.26,w,8.56,8.85,w,f,d
p,8.07,y,6.96,17.68,u,f,d
p,7.23,n,9.03,7.94,n,z,g
p,4.35,n,5.37,4.58,n,f,l
p,3.73,n,5.34,3.39,n,r,h
e,4.29,r,5.2,5.93,l,f,l
p,6.54,o,4.46,7.21,o,f,d
p,0.71,o,3.5,0.75,w,f,d
p,4.51,g,7.94,11.23,w,z,d
p,8.46,u,10.81,23.51,g,f,d
e,5.57,n,5.73,4.37,g,l,d
p,4.51,l,6.85,7.95,w,e,m
p,7.95,r,11.21,17.41,w,g,d
e,6.43,g,4.98,11.24,g,f,d
e,3.01,u,3.9,5.27,g,f,d
e,6.59,g,9.66,23.53,w,f,d
e,5.21,y,5.32,14.15,y,f,d
e,2.83,b,5.65,4.68,w,f,d
p,15.01,n,5.15,27.29,r,f,d
p,3.94,n,5.1,4.63,w,f,d
e,5.62,k,4.32,8.8,g,f,d
p,7.44,w,9.64,11.56,w,f,h
p,2.19,g,4.61,1.86,g,f,d
e,7.5,n,13.48,13.29,n,f,d
e,4.12,o,6.06,6.4,o,f,d
p,3.07,w,4.93,27.35,w,f,d
p,3.09,e,4.78,5.56,e,f,d
e,21.48,o,17.66,36.89,w,f,d
p,2.58,u,4.99,5.61,u,f,l
e,7.36,n,6.2,18.23,u,f,g
e,7.22,n,6.77,15.78,y,f,d
p,5.4,g,11.19,12.59,w,z,d
p,6.91,e,5.0,6.68,e,f,d
p,4.47,y,10.48,8.04,y,z,d
p,5.05,e,5.88,6.68,e,f,d
p,2.13,n,7.61,2.47,y,e,m
e,7.11,o,5.87,13.32,w,f,g
p,2.34,p,4.1,3.2,w,e,d
p,4.1,p,4.88,3.62,w,e,d
p,4.41,n,6.04,3.55,y,r,g
e,6.46,o,6.37,12.45,w,f,g
p,0.73,o,4.67,0.93,o,f,g
p,4.7,o,4.54,6.01,n,z,d
p,1.12,w,2.81,1.41,n,f,d
e,3.12,b,6.2,5.12,w,f,d
p,7.9,p,4.55,10.7,p,f,d
p,4.69,y,6.24,7.41,o,f,g
p,1.53,n,4.53,2.34,n,f,g
p,10.42,n,6.74,15.11,n,f,h
p,1.14,w,3.32,1.52,n,f,l
p,4.11,y,3.63,5.06,n,f,d
e,5.67,n,4.32,7.43,w,f,d
p,4.43,n,3.87,5.05,n,z,d
p,3.71,n,3.73,2.68,n,f,g
p,10.54,g,9.55,21.9,u,f,d
e,17.21,n,6.52,22.24,w,f,d
p,3.25,g,3.75,15.89,n,f,d
p,1.06,y,3.33,4.7,y,f,d
p,5.11,n,5.58,5.86,n,f,d
e,4.63,y,4.28,8.53,w,f,d
e,6.83,n,9.78,25.61,w,f,d
p,1.98,n,7.19,2.18,y,e,m
e,4.67,n,5.18,5.67,n,r,d
e,18.59,n,17.11,80.14,n,f,d
p,3.35,g,3.35,14.94,n,f,d
e,1.52,n,6.18,1.78,y,f,g
p,3.14,w,3.95,2.56,n,f,g
p,2.49,e,6.23,2.45,n,f,d
e,8.19,l,6.58,17.05,w,f,d
p,5.5,g,5.44,9.89,n,f,l
p,13.24,o,5.47,37.18,n,f,d
p,6.66,n,7.28,17.22,y,f,d
e,6.49,n,5.26,12.74,w,r,w
p,4.4,n,4.88,6.01,n,f,d
p,8.18,w,13.42,14.1,w,l,d
p,9.32,o,11.67,22.65,o,r,d
p,17.29,w,6.82,27.22,w,f,d
p,13.06,g,10.88,13.84,w,e,d
e,3.13,u,5.02,6.94,g,f,d
p,1.23,n,4.0,2.68,n,f,g
p,0.7,o,4.78,1.06,y,f,g
p,16.07,n,6.04,34.52,k,f,d
p,1.73,l,2.95,2.13,w,f,g
p,7.36,w,8.15,13.12,w,l,g
p,2.86,n,3.48,5.74,n,f,d
p,1.64,n,2.67,3.01,n,f,h
e,3.24,w,4.34,2.62,y,f,g
e,7.86,k,4.53,15.66,w,f,d
e,4.97,n,6.24,12.04,n,f,h
e,7.43,o,6.07,13.18,w,f,d
p,11.41,n,8.74,27.65,w,f,d
p,2.64,g,0.0,0.0,f,f,d
p,7.39,n,7.83,17.28,w,p,d
p,5.37,g,9.72,12.34,w,z,g
p,2.94,n,7.11,3.74,p,f,l
p,8.62,n,5.93,7.93,n,f,d
p,7.17,e,5.57,16.67,w,f,d
e,9.34,n,8.8,17.0,w,p,l
p,3.09,g,8.96,2.47,g,f,g
p,2.99,n,9.32,2.52,g,f,g
e,3.41,o,3.03,9.41,n,f,d
p,1.17,y,3.69,5.84,y,f,d
p,3.22,n,8.67,2.36,g,f,g
p,9.61,p,9.42,18.23,p,f,d
e,16.04,w,7.9,25.51,w,f,d
e,6.05,b,7.67,10.7,n,f,l
p,2.12,l,4.56,2.56,w,f,g
p,2.28,n,6.85,2.48,w,f,d
e,11.81,n,9.23,23.1,n,f,d
p,4.68,y,6.26,8.1,o,f,g
p,6.23,n,5.64,7.49,n,f,d
e,10.38,p,6.07,17.95,w,f,d
e,6.95,y,5.48,13.94,g,f,d
e,2.48,w,2.74,4.5,w,f,g
p,6.21,w,7.39,13.84,w,f,g
p,2.03,n,7.03,2.66,y,e,m
p,7.46,p,4.66,9.73,p,f,d
p,4.45,u,4.77,7.03,y,f,d
p,5.16,n,5.5,6.23,n,?,d
e,3.71,l,4.96,8.3,l,f,d
e,6.72,y,5.37,12.69,y,f,d
p,8.32,n,7.7,30.52,n,f,d
p,9.25,w,7.6,15.24,w,l,d
e,8.05,o,8.33,11.9,o,f,d
p,1.59,y,1.79,2.37,n,f,d
e,1.17,n,4.86,1.4,g,f,l
p,1.37,n,4.69,2.43,n,f,g
p,3.81,n,5.23,4.24,n,f,d
e,18.27,w,24.68,20.2,n,m,m
e,15.19,n,10.78,18.39,w,?,g
e,7.07,n,7.03,10.15,n,f,l
p,7.2,e,7.08,9.07,e,f,d
e,9.58,u,9.01,21.12,b,f,d
e,6.93,n,5.63,8.6,w,f,h
e,6.44,n,5.82,9.32,n,f,m
e,2.91,p,4.28,5.72,n,f,d
e,6.07,n,6.22,4.6,w,l,d
e,4.18,w,4.03,6.53,w,f,m
e,12.48,l,8.45,21.84,w,f,d
e,8.45,b,4.86,20.5,w,f,d
e,8.1,n,7.44,17.71,n,p,d
e,10.16,n,8.86,17.29,w,l,l
p,3.9,u,6.39,6.47,u,f,l
e,10.1,o,5.73,17.64,w,f,d
p,2.9,o,3.72,5.97,n,f,d
e,13.7,n,9.82,17.58,w,?,d
p,7.68,w,14.39,17.1,w,f,d
p,3.54,w,3.54,2.42,w,f,g
p,8.27,y,4.31,12.15,w,f,d
e,5.27,n,3.24,11.13,w,r,w
p,10.43,y,13.37,26.38,y,r,d
p,1.43,n,1.69,2.39,n,f,d
p,10.46,n,6.07,16.93,n,f,d
p,7.4,w,8.27,13.87,w,l,d
p,4.21,e,5.13,7.0,e,f,d
p,4.41,n,9.85,5.52,w,?,g
p,2.46,n,5.23,2.3,y,e,m
p,5.4,o,3.38,6.18,y,f,d
p,5.15,w,5.29,11.58,w,f,d
p,6.75,g,5.04,9.97,n,f,l
p,2.43,n,7.18,3.08,y,f,g
e,5.17,n,5.79,5.98,n,r,d
e,1.0,w,3.16,1.51,w,f,d
e,8.24,u,4.37,15.95,w,f,d
e,3.99,n,5.65,6.79,w,f,d
e,7.15,w,4.26,12.23,w,e,g
e,3.59,n,4.33,10.03,n,f,d
p,11.26,n,7.66,27.17,y,f,d
e,6.94,n,5.83,12.47,n,f,g
e,10.96,r,7.36,22.84,p,f,d
p,3.31,n,7.91,2.42,g,f,g
e,3.89,n,4.97,9.12,w,f,m
e,9.33,n,7.84,12.52,n,f,g
p,6.48,y,4.93,16.85,y,f,d
e,10.09,n,7.92,19.19,n,p,d
e,3.11,e,4.86,7.42,o,f,g
p,6.05,n,5.42,9.74,n,f,l
p,11.13,p,8.25,16.03,p,f,d
p,16.72,n,10.48,30.69,y,f,d
p,14.19,n,9.9,30.83,y,f,d
p,1.28,n,5.67,2.45,y,e,m
e,2.3,n,4.26,2.69,n,f,h
p,6.83,w,13.55,12.81,w,l,d
e,11.14,w,6.5,27.43,w,f,d
e,4.98,n,8.05,9.32,n,?,g
e,1.52,n,4.83,2.62,w,f,g
p,6.91,p,3.72,8.67,p,f,d
e,12.99,w,5.96,26.01,w,f,d
p,5.87,w,0.0,0.0,f,f,d
p,1.79,n,5.34,1.85,n,f,d
p,1.59,n,4.5,1.46,n,f,h
e,5.04,w,7.22,9.6,l,f,d
p,5.48,n,13.33,7.47,w,?,g
p,6.27,e,8.46,10.89,y,z,d
p,18.22,w,6.27,28.26,w,f,d
p,2.81,w,2.78,6.98,w,f,g
p,3.65,e,4.1,5.69,e,f,d
p,1.16,y,2.7,5.04,y,f,d
p,2.86,g,0.0,0.0,f,f,d
e,15.52,e,16.32,34.77,w,f,d
e,0.93,w,3.02,1.74,w,f,d
e,2.44,n,6.36,2.57,w,f,d
p,3.72,b,4.17,2.3,n,f,l
e,1.42,n,5.08,1.65,g,f,d
p,15.82,w,7.47,28.91,w,f,d
p,7.08,p,4.57,10.19,p,f,d
e,4.72,n,3.98,9.42,n,f,d
