@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,8.08,x,s,n,a,w,6.9,13.32,n,?,d
e,5.59,o,l,n,f,f,6.31,45.55,n,f,l
e,5.79,x,?,w,e,w,6.43,12.37,w,g,d
e,8.16,p,s,w,e,w,23.36,11.53,w,e,g
e,9.31,x,t,n,p,y,6.95,16.8,n,p,d
e,7.86,s,l,w,d,p,3.53,10.93,w,f,d
p,3.11,x,t,n,s,p,4.66,6.83,w,z,d
p,2.32,f,y,o,a,y,2.56,4.94,o,f,h
p,5.43,c,i,y,?,n,7.2,8.96,w,f,d
p,9.1,p,g,n,e,w,8.61,18.79,w,p,d
e,6.18,p,?,g,f,f,4.25,17.09,n,f,d
e,5.77,x,s,n,x,w,6.41,9.33,n,f,l
p,1.53,b,?,n,a,g,4.93,2.08,g,f,d
p,9.17,o,k,y,?,o,1.6,14.07,n,f,d
p,16.23,x,t,n,d,n,4.67,24.44,g,f,g
p,3.45,b,y,n,?,w,5.99,4.57,w,f,d
p,5.21,b,i,e,e,y,7.58,7.23,o,f,g
p,1.2,b,t,y,?,k,3.35,2.47,n,f,g
e,12.98,p,t,n,p,w,17.79,78.95,n,f,d
p,1.27,b,h,n,a,n,4.94,1.4,n,f,d
e,13.05,p,s,n,e,g,10.11,17.76,w,r,m
e,16.85,p,y,n,?,w,23.42,19.27,n,m,d
p,8.38,x,s,n,s,w,5.92,15.52,w,f,d
e,11.93,x,e,y,x,w,9.49,26.97,w,f,d
e,17.91,p,d,n,p,w,16.64,35.94,w,f,d
e,3.22,x,d,n,p,y,4.21,9.51,n,f,d
e,6.99,f,?,p,x,w,6.97,19.13,w,f,d
e,9.8,x,?,n,?,w,11.82,17.01,w,g,d
e,8.97,o,?,n,?,w,4.67,26.51,n,f,d
p,4.88,f,k,n,p,n,3.94,6.43,n,f,d
p,3.43,x,h,l,s,n,5.36,7.06,l,e,m
p,3.46,s,?,u,a,w,3.95,6.83,w,f,d
e,10.1,f,?,n,?,w,10.24,15.1,w,g,d
e,11.31,x,s,n,d,w,9.2,15.7,n,?,d
p,3.75,x,s,y,a,y,5.71,6.91,o,f,g
e,7.22,x,y,n,e,p,5.23,9.51,n,f,d
e,4.1,f,t,o,a,w,6.7,4.97,n,f,d
p,8.46,f,d,n,d,y,6.28,10.46,n,f,d
p,3.28,o,?,w,f,f,5.71,27.97,w,f,d
e,5.27,s,?,n,d,w,5.66,8.74,w,f,d
e,5.35,s,w,y,f,f,3.81,10.22,y,f,d
e,11.12,p,i,n,e,p,9.07,17.67,w,l,d
e,10.93,s,t,p,d,o,5.83,17.1,w,f,d
p,3.08,f,t,r,a,r,5.05,6.67,r,f,d
p,3.56,b,s,y,?,r,9.93,8.3,y,z,d
e,9.36,x,s,k,a,w,4.8,15.61,w,f,d
p,1.39,x,?,n,?,k,4.82,2.34,n,f,g
e,8.98,x,s,y,x,n,7.1,21.96,w,f,d
p,15.48,x,g,e,e,w,19.22,18.14,w,p,d
e,6.14,f,w,y,f,f,4.74,14.18,y,f,d
p,4.28,s,k,n,p,n,3.97,5.28,n,f,d
p,8.98,o,?,e,f,f,2.96,22.2,n,f,d
p,6.0,b,d,n,a,y,5.25,6.62,n,?,d
e,10.38,x,e,l,x,w,6.73,17.2,w,f,d
e,4.2,x,s,n,p,n,4.84,10.83,n,f,d
p,16.59,x,k,w,d,w,6.27,32.21,w,f,d
e,15.17,p,s,n,e,n,10.03,17.8,w,l,m
e,8.95,f,s,y,d,w,7.86,14.11,n,?,d
e,7.52,p,?,n,a,w,7.92,13.96,w,f,d
p,9.6,x,t,n,a,w,10.57,34.69,w,f,d
p,8.37,f,h,r,?,w,11.24,14.88,w,p,d
e,4.98,x,h,n,x,w,5.59,7.11,n,r,d
e,6.07,s,l,n,f,f,5.73,49.64,n,f,l
e,9.15,x,?,n,a,w,7.54,13.57,g,f,g
p,1.92,x,k,w,s,p,3.15,2.47,n,f,g
p,7.26,o,t,y,?,o,1.87,18.91,y,f,d
e,6.88,x,s,b,x,w,7.76,11.24,n,f,l
e,9.44,f,?,g,s,g,6.55,19.92,u,f,g
e,8.74,x,h,y,x,y,9.01,19.35,w,f,d
e,2.78,b,y,n,?,n,5.86,3.3,w,f,d
p,3.0,f,w,o,d,y,3.4,6.3,n,f,d
p,7.17,p,g,n,e,w,7.94,14.74,w,p,d
e,20.2,p,d,o,p,w,15.77,34.12,w,f,d
e,6.33,f,e,b,?,b,4.5,18.06,w,f,d
p,5.52,f,k,n,a,y,5.1,6.69,y,?,d
e,5.32,f,g,g,a,g,5.82,3.96,g,f,d
p,6.4,x,g,n,e,w,7.27,14.66,w,p,d
e,17.42,x,d,n,p,n,15.71,34.75,w,f,d
p,10.3,o,?,n,f,f,3.12,23.11,n,f,d
p,0.56,x,?,o,d,o,3.89,0.87,y,f,g
e,9.75,p,y,n,e,p,8.82,17.69,w,p,d
e,7.09,x,s,n,e,p,5.25,8.72,n,f,d
p,4.69,x,e,e,a,w,8.73,9.72,y,z,d
p,8.09,s,?,y,d,o,4.91,11.96,w,f,d
p,4.99,p,y,n,?,w,8.32,11.74,w,z,d
p,3.97,b,t,n,x,p,5.6,4.05,n,f,g
p,3.35,f,d,p,a,r,4.92,6.11,y,f,m
p,4.23,x,?,w,x,p,7.65,3.98,n,f,l
e,3.57,x,t,o,a,w,5.3,4.74,n,f,d
e,11.07,s,?,w,d,y,6.24,23.66,w,f,d
p,6.1,f,?,n,d,y,5.52,9.96,n,f,l
p,4.49,s,w,u,a,u,5.64,6.51,u,f,d
p,19.01,f,k,n,d,y,5.38,34.43,n,f,d
p,1.22,b,t,y,?,g,3.5,2.44,n,f,g
p,4.24,o,t,w,?,w,0.0,0.0,f,f,d
e,17.79,x,s,w,a,y,7.12,20.95,w,f,d
p,1.91,c,t,n,?,n,8.55,3.12,y,f,g
e,8.93,f,?,y,a,w,6.53,15.82,w,f,d
p,1.69,o,k,n,?,n,4.31,1.54,n,f,d
e,9.4,f,s,u,a,w,5.38,18.77,w,f,d
p,3.08,o,?,k,f,f,3.8,17.76,n,f,d
e,4.84,x,h,n,x,n,5.88,6.43,n,r,d
e,11.21,f,y,y,?,w,6.41,25.59,n,e,d
e,8.85,f,s,u,a,w,3.75,13.34,w,f,d
p,2.94,x,d,w,d,w,3.44,2.63,w,f,g
e,9.88,x,e,y,x,w,7.97,19.53,w,f,d
p,10.12,f,t,n,d,n,6.03,15.6,n,f,h
p,3.3,b,?,k,a,n,10.1,2.51,n,f,g
e,9.1,x,s,n,p,n,7.53,17.83,n,p,d
p,8.74,x,t,e,x,w,5.54,17.71,w,f,d
e,5.08,x,y,n,e,n,4.63,13.76,w,l,w
e,11.8,s,e,g,d,w,8.09,24.51,w,f,l
p,9.87,x,y,o,a,y,10.14,20.19,o,r,d
e,15.21,x,e,g,d,w,9.05,26.36,w,f,d
e,6.95,x,h,y,x,y,7.01,13.82,w,f,d
p,10.8,x,e,y,p,o,9.53,27.92,e,f,d
p,7.12,x,s,r,s,r,6.36,14.93,n,f,d
p,3.81,x,t,n,s,n,5.67,9.92,w,z,d
e,3.43,x,s,o,a,o,4.14,5.56,e,f,g
p,5.76,s,d,y,d,y,3.59,6.06,o,f,h
e,6.73,b,h,k,s,g,6.0,9.72,g,f,d
p,9.95,f,y,y,s,y,6.7,20.37,y,f,d
e,5.47,x,h,n,x,w,5.4,5.96,n,r,d
p,7.38,s,t,p,d,p,7.1,14.11,p,f,d
e,4.95,x,?,w,x,w,8.35,9.66,n,?,g
p,3.78,f,d,b,x,w,4.33,3.4,n,f,l
e,1.16,b,g,w,?,g,2.64,1.3,w,f,d
p,15.59,s,t,g,d,w,5.3,26.32,n,f,g
e,8.06,f,s,o,d,b,6.93,12.89,w,f,m
e,7.28,x,?,y,a,w,5.46,14.97,g,f,d
p,11.99,x,i,o,a,y,13.94,24.25,o,r,d
e,5.44,s,?,n,d,w,4.27,7.66,w,f,h
e,17.76,x,d,o,p,w,14.69,33.99,w,f,d
e,6.56,x,h,n,x,n,5.94,6.3,n,r,d
p,3.65,x,?,p,x,w,5.03,6.46,w,f,d
e,7.81,f,t,n,s,n,9.49,13.33,o,f,d
e,6.19,x,y,n,e,w,6.16,10.86,n,f,d
e,3.84,x,s,w,d,w,4.17,6.47,w,f,g
p,7.2,x,e,n,a,n,10.84,12.04,n,f,d
e,3.42,f,t,n,d,o,5.69,6.08,o,f,d
p,6.04,c,i,y,?,r,6.61,7.05,w,f,d
p,8.56,x,y,y,a,n,12.32,12.05,y,?,d
p,8.47,x,?,g,x,u,8.74,18.62,n,f,d
p,7.98,x,y,n,a,n,8.6,10.59,n,?,d
e,1.65,x,w,n,?,g,4.98,2.59,w,f,d
p,0.96,x,g,w,a,w,2.95,1.58,n,f,d
p,3.19,b,y,n,?,w,6.1,4.43,w,f,d
p,1.42,p,t,n,a,n,6.81,2.47,y,e,m
p,4.23,b,h,n,?,k,9.1,6.17,w,?,g
p,3.47,b,?,k,a,k,11.06,2.85,n,f,g
p,16.31,f,h,e,e,w,17.15,17.05,w,g,d
p,1.77,f,d,n,x,y,3.52,2.32,n,f,d
e,1.66,x,t,n,d,w,4.86,1.91,y,f,d
e,9.27,s,?,n,s,p,7.15,19.35,u,f,d
e,2.8,s,y,n,d,p,6.92,3.87,n,f,h
p,1.39,x,k,n,?,n,3.1,1.47,n,f,d
p,2.79,f,w,o,d,y,3.25,6.12,n,f,d
p,6.82,s,t,r,d,g,4.22,11.45,r,f,d
p,4.64,o,s,o,f,f,0.0,0.0,f,f,d
p,7.78,b,t,w,e,w,12.46,13.63,w,l,d
e,6.43,x,i,n,e,n,5.06,13.01,w,l,w
p,12.36,x,e,y,a,o,13.0,26.51,o,r,d
e,6.44,x,s,n,x,w,7.29,9.99,n,f,l
p,19.01,f,g,o,p,y,5.77,34.22,n,f,d
e,2.15,b,g,w,x,w,2.9,2.02,y,f,g
p,7.41,x,t,e,x,w,5.83,17.2,w,f,d
p,7.49,x,t,y,x,y,5.54,16.31,y,f,d
e,3.45,x,s,o,a,o,4.58,6.75,o,f,g
e,3.65,s,?,y,f,f,6.38,6.54,o,f,d
p,5.8,b,s,n,?,g,10.13,12.54,w,z,d
e,6.06,x,h,n,e,w,12.39,13.03,w,f,d
e,5.17,f,s,n,s,w,5.22,9.04,w,f,d
p,3.66,b,t,n,?,n,9.47,5.81,w,?,g
e,4.8,x,t,n,a,y,6.08,4.49,n,f,d
p,1.47,x,?,n,?,n,4.67,2.47,n,f,g
e,4.61,f,g,g,a,g,6.31,3.83,g,f,d
p,6.24,x,e,e,a,n,9.38,11.32,y,z,d
p,9.0,f,h,r,?,w,10.96,15.78,w,p,d
p,1.65,b,h,n,a,n,4.63,1.61,n,f,d
e,1.41,f,w,g,?,g,4.63,2.47,w,f,d
p,1.51,x,g,n,d,n,2.22,2.55,n,f,h
p,6.75,x,?,u,x,u,8.83,19.49,n,f,d
e,4.01,f,d,p,d,p,4.86,6.93,g,f,d
p,15.0,f,g,o,e,w,18.14,18.2,w,p,d
e,5.34,f,i,n,e,p,4.15,11.99,w,r,w
p,21.54,f,d,n,d,y,7.28,45.48,k,f,d
e,2.45,x,?,b,?,w,7.1,4.85,w,f,d
e,2.92,x,?,b,?,u,6.42,4.99,w,f,d
p,6.57,f,w,p,s,p,3.9,9.39,p,f,d
p,7.24,x,?,w,x,w,9.7,11.69,w,f,h
p,12.77,s,t,r,d,n,6.71,15.1,n,f,h
p,11.06,x,?,g,e,w,10.14,14.78,w,g,d
p,3.54,b,?,g,a,k,9.82,2.61,n,f,g
p,4.73,x,h,o,a,n,4.52,6.31,n,z,d
p,5.74,s,d,e,d,w,6.41,10.45,e,f,d
p,8.23,p,y,w,?,k,14.94,17.16,w,f,d
e,3.61,f,h,n,?,k,6.19,6.35,w,f,d
p,1.55,x,k,n,?,n,3.69,1.41,n,f,d
e,17.29,p,y,n,?,w,21.34,17.04,n,m,m
p,3.69,x,k,n,s,p,4.48,3.31,n,f,g
p,6.64,p,g,n,e,w,7.32,13.49,w,p,d
p,2.56,x,g,e,a,p,6.98,2.52,n,f,d
e,11.8,x,e,y,x,w,8.46,24.46,w,f,d
e,10.83,f,s,e,a,w,10.69,17.04,n,?,d
p,4.29,f,y,e,e,n,5.72,3.85,w,e,d
e,4.05,s,?,y,f,f,6.45,7.48,o,f,d
p,5.13,x,i,n,a,k,8.13,7.33,n,z,g
p,9.85,s,?,y,d,o,5.05,13.32,w,f,d
p,15.63,f,s,n,d,y,5.36,28.96,n,f,d
p,3.6,o,l,g,f,f,0.0,0.0,f,f,d
e,3.32,s,?,y,f,f,6.66,6.62,o,f,d
p,5.28,x,y,w,?,g,6.4,12.22,w,l,g
e,7.62,f,t,o,s,y,9.19,11.45,o,f,d
e,5.75,x,h,n,a,n,7.14,5.35,w,l,d
p,8.59,x,e,n,a,n,10.37,16.61,n,f,d
p,17.09,f,g,o,p,y,5.51,43.33,n,f,d
e,5.19,s,l,n,f,f,6.38,56.45,n,f,l
p,9.15,x,?,w,x,w,10.03,13.05,w,f,h
p,4.77,o,s,y,f,f,0.0,0.0,f,f,d
p,4.84,c,i,y,?,n,6.59,7.16,w,f,d
p,2.98,f,w,o,d,n,3.61,6.76,n,f,d
e,9.84,f,y,w,e,p,19.41,12.5,w,e,g
e,7.54,x,d,y,p,r,6.71,12.6,y,f,d
e,1.46,x,t,y,a,w,6.65,2.06,y,f,h
p,9.43,x,?,w,x,w,9.31,10.58,w,f,d
e,8.09,s,?,n,?,w,4.59,24.78,n,f,d
p,3.1,x,y,n,a,w,5.95,3.51,y,r,g
p,5.53,x,e,e,a,y,8.27,10.74,n,z,d
e,6.55,x,s,n,x,w,7.53,11.03,n,f,l
p,9.13,o,?,n,f,f,3.18,25.46,n,f,d
p,1.77,f,h,y,?,n,7.42,3.34,y,f,g
p,8.55,x,i,n,a,k,8.43,8.1,n,z,d
e,10.97,s,?,w,d,p,5.91,23.47,w,f,d
p,7.61,x,y,w,?,p,8.04,14.25,w,l,g
e,4.85,x,d,y,p,y,6.8,14.13,y,f,d
p,3.25,o,?,w,f,f,4.78,22.28,w,f,d
p,6.92,x,?,y,s,y,5.83,14.25,y,f,d
p,9.79,x,t,n,a,w,9.17,29.65,w,f,d
p,4.99,f,l,e,x,n,6.59,5.4,y,f,d
e,4.16,f,d,p,d,p,4.22,6.94,g,f,d
e,6.83,x,?,y,a,w,6.41,15.09,g,f,d
p,8.68,s,t,p,d,p,8.53,18.2,p,f,d
p,6.83,s,d,n,d,n,6.88,8.63,e,f,d
e,3.33,x,s,p,a,e,4.45,6.37,o,f,m
e,9.49,x,s,n,e,w,7.75,9.6,w,f,d
e,17.41,f,y,w,?,w,25.38,20.43,n,m,d
p,13.54,s,d,n,d,y,6.06,39.4,k,f,d
e,8.26,x,s,n,p,y,6.9,17.51,n,p,d
p,4.92,c,i,y,?,n,6.29,6.62,w,f,d
p,3.11,b,y,n,?,g,5.38,4.45,w,f,d
e,5.52,x,?,w,e,w,5.42,10.98,w,g,d
e,5.31,s,l,n,f,f,7.31,62.88,n,f,l
e,7.41,f,s,n,s,w,6.21,9.53,w,f,m
e,18.11,x,d,e,p,n,17.04,35.92,w,f,d
e,7.96,x,?,n,x,w,6.1,15.63,w,f,d
p,7.64,s,d,n,d,y,5.94,10.05,n,f,d
e,7.02,s,?,l,s,b,8.11,21.26,b,f,l
p,4.13,x,y,y,a,w,6.08,3.74,n,r,h
e,4.45,f,g,g,a,g,6.53,4.35,n,f,d
e,8.2,f,s,y,a,w,7.92,14.18,n,?,d
p,5.8,f,?,y,s,y,5.72,13.79,y,f,d
e,1.39,x,g,y,d,w,5.44,2.09,y,f,g
p,8.1,f,d,n,d,w,7.08,10.62,n,f,d
e,6.31,f,?,p,x,w,7.07,17.94,w,f,d
p,5.71,f,?,g,d,w,5.03,9.53,n,f,l
e,9.33,x,y,n,?,w,7.36,25.29,n,e,d
e,7.35,x,d,n,p,r,5.67,12.58,e,f,d
p,1.22,b,t,n,?,k,3.7,2.6,n,f,m
e,2.81,s,?,y,f,f,6.17,6.68,y,f,d
p,2.42,x,g,n,a,p,6.3,2.71,n,f,d
e,6.21,c,h,n,e,w,11.35,12.45,n,f,d
p,3.51,b,w,u,a,g,5.25,5.85,u,f,d
p,11.91,x,h,w,s,y,7.98,18.19,n,f,d
p,18.8,x,s,n,p,y,6.8,54.11,n,f,d
p,3.97,o,t,w,?,w,0.0,0.0,f,f,d
e,5.71,f,s,w,e,n,4.3,11.85,w,e,m
e,6.13,p,?,n,f,f,6.42,21.86,n,f,d
p,4.46,f,k,y,p,n,3.72,5.76,n,f,d
e,7.12,f,g,o,s,y,9.51,12.16,n,f,d
p,5.73,c,k,y,x,y,4.85,10.48,w,f,d
p,24.48,s,s,n,d,y,6.23,35.29,n,f,d
p,1.1,x,s,y,f,f,2.64,4.57,y,f,d
e,6.91,p,?,n,a,w,7.81,12.82,w,f,d
e,9.95,x,h,y,p,y,9.7,16.13,y,?,d
e,6.35,x,?,w,e,w,5.72,12.28,w,g,d
p,9.55,x,h,r,?,w,10.66,12.16,w,p,d
p,6.66,f,y,u,s,y,6.51,15.82,y,f,d
p,0.83,x,g,w,a,w,2.32,1.3,n,f,l
e,6.02,s,l,n,f,f,7.6,51.47,n,f,l
e,1.21,b,g,g,?,g,3.74,1.69,w,f,d
e,8.87,x,s,n,e,w,8.16,10.49,w,f,d
e,10.66,x,t,n,p,y,7.38,22.1,n,f,d
p,5.96,o,k,o,?,o,1.36,13.46,y,f,d
e,16.43,x,e,n,e,w,11.75,19.11,w,?,g
e,6.32,x,h,n,x,w,6.02,6.57,n,r,d
p,5.5,x,y,y,a,n,7.17,8.55,n,?,d
p,10.94,x,t,n,a,w,9.4,27.44,w,f,d
p,1.5,x,y,o,d,y,2.57,5.49,y,f,m
p,2.45,f,i,l,a,w,3.86,2.62,w,f,g
e,9.07,s,t,w,d,o,6.1,17.27,w,f,d
p,2.28,b,?,g,a,g,5.02,1.9,g,f,d
p,8.73,x,?,w,x,w,11.42,12.15,w,f,d
e,6.8,f,?,y,a,w,5.73,14.59,g,f,d
p,7.33,o,t,n,?,y,1.21,13.85,y,f,d
e,3.48,f,s,w,d,w,3.76,5.99,w,f,g
p,2.16,f,i,l,a,p,4.05,2.55,w,f,g
p,2.82,c,?,w,a,w,3.41,3.55,w,f,p
p,7.13,x,d,e,d,n,7.42,9.27,n,f,d
p,1.31,f,s,y,f,f,3.76,5.7,y,f,d
e,2.5,f,h,n,?,n,5.41,5.48,w,f,d
p,6.45,f,t,n,x,w,12.06,7.1,n,f,d
p,6.86,x,t,n,s,g,5.73,8.31,n,f,d
p,7.87,f,t,y,x,y,5.63,14.69,y,f,d
p,3.85,f,?,n,x,p,8.95,4.57,n,f,d
e,8.91,x,?,p,x,w,6.8,15.21,w,f,d
p,3.23,x,t,n,s,n,5.42,7.06,w,z,d
p,3.44,x,t,n,s,p,5.86,9.21,w,z,d
p,0.59,x,g,y,?,y,3.59,0.69,y,f,d
p,2.71,p,t,n,a,g,8.75,2.66,y,e,m
e,1.58,x,g,y,d,w,6.71,1.8,y,f,d
e,14.41,x,y,n,e,w,9.22,16.55,w,?,g
e,1.41,x,t,y,d,w,5.83,1.69,y,f,d
p,5.5,x,?,y,s,y,5.63,15.3,y,f,d
p,14.98,f,d,n,d,y,6.72,38.07,k,f,d
e,4.5,o,?,g,f,f,5.95,21.56,n,f,d
e,7.27,x,d,y,p,y,7.59,15.0,y,f,d
p,9.44,x,i,n,a,n,10.93,16.52,n,f,h
p,3.6,b,t,l,s,u,5.53,7.52,l,e,d
p,11.16,x,?,n,p,w,10.69,32.69,n,f,d
p,4.61,c,i,y,?,n,6.76,8.35,w,f,d
e,8.72,f,?,g,s,g,6.85,19.7,u,f,d
e,10.16,s,t,w,d,o,6.47,18.24,w,f,d
e,0.97,b,g,w,?,g,2.56,1.3,w,f,d
p,3.72,f,t,n,x,p,6.14,4.4,g,f,m
p,0.74,f,?,o,d,o,4.96,0.98,o,f,g
e,10.84,x,t,n,p,y,10.31,23.3,n,f,d
e,3.42,f,h,n,?,n,5.68,6.5,w,f,d
p,8.81,s,t,r,d,g,4.77,14.38,r,f,d
p,3.82,x,t,n,s,n,5.71,9.34,w,z,d
p,6.86,x,s,n,s,w,7.07,15.35,w,f,d
p,4.07,x,t,n,a,n,4.63,6.48,n,z,d
p,12.62,f,s,n,d,y,4.66,23.16,n,f,d
e,8.31,x,e,y,x,w,7.48,17.98,w,f,d
p,7.33,f,y,e,s,y,7.47,15.82,u,f,d
p,2.44,b,t,p,a,r,4.43,5.03,y,f,g
p,9.42,x,y,y,a,n,12.84,11.67,y,?,d
p,2.59,x,g,e,a,w,8.09,2.58,n,f,d
p,6.57,f,?,r,x,y,6.32,10.37,w,f,d
p,1.13,x,g,w,a,w,3.1,1.6,n,f,l
e,3.3,b,y,n,?,n,6.77,2.89,w,f,d
e,16.36,x,d,e,p,w,14.92,34.12,w,f,d
e,10.4,f,?,b,d,w,2.59,15.43,w,f,d
e,6.69,x,h,n,x,w,6.69,6.56,n,r,d
e,10.41,x,t,n,p,y,7.41,22.65,n,f,d
e,5.48,f,i,n,e,p,4.18,11.53,w,l,w
p,5.04,o,s,o,f,f,0.0,0.0,f,f,d
p,5.4,s,d,n,d,w,6.91,7.03,n,f,d
e,6.19,f,s,n,x,w,7.54,11.61,n,f,l
p,7.52,p,g,n,e,w,8.06,14.48,w,p,d
p,3.09,b,y,n,?,u,5.04,4.2,w,f,d
p,6.42,b,t,w,e,w,11.32,11.89,w,e,d
p,14.42,x,t,k,d,n,4.85,25.02,n,f,l
e,2.55,f,y,n,a,p,5.63,3.2,n,f,h
p,16.24,x,h,o,e,w,17.45,17.78,w,p,d
p,8.37,f,w,p,s,p,3.91,9.09,p,f,d
p,6.62,f,w,e,x,w,12.35,6.93,n,f,d
p,2.47,p,t,n,a,n,5.61,2.45,y,e,m
e,2.69,f,y,n,a,p,7.5,3.96,n,f,h
p,10.54,s,t,k,d,n,4.57,21.14,n,f,g
e,9.57,f,e,b,?,b,4.81,19.81,w,f,d
e,6.4,s,?,n,d,w,4.82,8.12,w,f,h
e,3.6,x,t,n,p,n,3.76,9.85,e,f,d
e,8.19,f,?,n,x,w,8.94,20.04,w,f,d
p,4.86,x,t,e,x,w,13.73,7.14,n,f,d
e,7.21,x,y,n,e,w,5.6,10.32,n,f,d
p,3.13,b,?,g,a,n,9.16,2.42,g,f,g
e,5.31,f,y,g,s,g,5.2,8.58,w,f,d
p,3.37,x,?,n,x,p,7.98,3.95,p,f,d
e,6.43,f,h,g,s,g,5.35,10.0,g,f,d
p,0.66,x,g,o,?,y,3.47,0.68,w,f,d
e,6.72,f,?,w,d,w,2.41,14.68,w,f,d
e,10.0,x,t,n,p,y,9.81,22.89,n,f,d
e,3.37,s,?,n,f,f,6.92,7.86,o,f,d
p,3.25,o,l,g,f,f,0.0,0.0,f,f,d
p,1.7,f,t,y,?,n,8.25,2.96,y,f,g
e,17.76,f,y,n,?,w,23.39,19.44,n,m,d
p,2.34,o,l,g,f,f,0.0,0.0,f,f,d
e,6.83,x,d,n,p,r,6.02,12.96,e,f,d
e,4.9,x,?,r,d,r,5.36,7.66,l,f,l
e,18.8,f,y,w,?,w,22.38,19.59,n,m,m
e,3.92,x,k,n,p,y,4.9,11.42,y,f,d
p,2.92,f,s,w,d,w,3.07,7.11,w,f,g
p,3.49,o,?,w,f,f,5.87,31.97,w,f,p
e,3.56,x,s,n,p,n,4.7,11.16,e,f,d
p,3.38,x,k,w,s,p,3.83,2.74,n,f,g
e,16.21,x,y,n,e,w,10.11,17.49,w,?,d
p,8.48,x,s,r,s,w,6.39,16.53,w,f,d
e,16.64,x,y,n,e,w,10.85,17.99,w,?,g
e,10.82,s,t,w,d,o,6.2,17.33,w,f,d
p,15.82,x,e,n,p,o,8.77,33.36,y,f,d
e,6.13,f,h,g,s,g,4.7,9.34,g,f,d
e,7.59,o,?,n,?,w,3.44,21.75,n,f,d
e,11.14,p,i,n,e,p,9.37,17.02,w,p,d
p,8.65,x,?,g,x,n,9.32,19.95,u,f,d
p,3.93,o,s,n,?,w,0.0,0.0,f,f,d
e,4.48,f,s,w,d,w,4.4,6.9,w,f,m
p,6.31,x,?,y,s,y,6.15,11.84,y,f,d
p,3.14,x,t,n,s,p,5.81,8.67,w,z,d
e,3.82,f,t,n,d,o,5.01,6.8,w,f,d
p,4.59,x,h,n,a,n,4.45,6.09,n,z,d
e,3.35,s,?,y,f,f,6.76,7.0,o,f,d
e,5.14,s,l,n,f,f,7.15,41.73,n,f,l
e,5.78,c,t,n,e,w,13.23,12.22,n,f,d
p,2.83,s,w,u,a,u,4.47,4.69,u,f,d
e,3.07,s,?,n,f,f,6.34,7.03,o,f,d
p,7.43,b,y,n,?,p,16.52,18.3,w,f,d
e,5.98,f,y,n,e,p,4.58,12.26,w,l,w
e,5.9,c,?,n,f,f,4.82,21.73,n,f,d
e,8.95,x,t,n,p,y,5.83,21.33,n,f,d
e,4.71,f,y,g,s,y,4.5,8.46,w,f,d
p,9.71,x,?,n,p,w,10.53,32.37,n,f,d
p,9.03,x,h,r,?,w,11.08,17.04,w,p,d
e,4.74,x,s,n,p,n,5.9,12.37,n,f,d
p,3.4,b,s,y,?,r,7.83,5.7,y,z,d
e,8.26,s,s,b,d,o,5.65,11.92,w,f,d
p,9.73,f,h,r,?,w,10.92,14.92,w,p,d
e,5.24,c,h,n,e,w,11.95,11.97,n,f,d
p,8.55,f,w,p,s,p,4.47,10.73,p,f,d
e,4.09,x,t,n,d,o,6.36,8.37,w,f,d
p,9.12,p,y,w,?,p,17.13,18.57,w,f,d
e,1.14,x,g,e,a,p,5.68,0.97,n,f,h
p,1.78,f,h,y,?,n,7.04,2.69,y,f,g
p,2.87,c,?,w,a,n,3.65,3.45,w,f,p
p,7.12,x,y,w,?,n,8.8,16.26,w,l,d
p,2.9,x,s,g,d,w,2.81,7.55,w,f,g
p,2.81,x,g,e,a,w,9.88,2.83,w,f,d
p,10.44,f,t,r,d,n,6.25,14.7,n,f,d
e,3.35,x,s,w,d,w,3.62,5.42,w,f,m
e,15.24,x,e,n,a,w,8.59,25.26,w,f,d
e,7.34,x,s,k,a,w,4.41,16.31,w,f,d
e,7.04,f,y,n,e,p,4.69,12.95,w,l,w
p,2.89,b,?,g,a,k,9.18,2.47,n,f,g
e,18.01,p,d,e,p,n,15.49,36.38,w,f,d
e,16.33,s,t,n,a,y,8.32,25.03,w,f,d
p,7.68,x,s,r,s,w,5.14,14.88,n,f,d
p,3.57,f,d,n,x,y,3.74,2.54,n,f,l
e,16.54,x,e,n,e,w,10.79,18.5,w,?,g
p,4.51,f,?,u,a,w,4.58,6.86,w,f,d
p,4.45,s,?,u,a,w,5.24,8.26,w,f,d
e,5.69,f,g,g,a,g,6.25,3.14,n,f,d
p,11.51,s,t,n,d,n,6.08,16.25,n,f,h
p,5.75,x,s,n,s,g,5.43,8.14,n,f,d
e,12.56,s,s,u,x,n,7.41,19.81,p,f,d
